input0,Science,Cost
0001000000010100000000000,0.23111174479166668,1324.7468458523563
1000010000011101000000010,0.6839949392361111,3636.2080850441853
0000001000010000000000000,0.15201452256944448,1418.9381725228727
0100001000101000000000010,0.6746893836805555,2669.973439432765
0001000000010000000100010,0.23111174479166668,1607.5588896666138
1010001000000010000000000,0.46627271701388895,1950.89126012987
0000000000001000110000010,0.47611113263888893,1004.3591714448002
1101000000000000000000000,0.48586758151041676,2003.8101327997733
1001000000000001001000000,0.6545833333333333,1948.1676889277796
0000100000000100100100011,0.36559180555555554,1732.1744822287474
0100000100000000000000000,0.3206501519965278,910.3971583577188
0100000010001100001000000,0.3554591797743055,1789.2982667557178
0010000100001100000001010,0.4861370312500001,1494.216592899099
0000100000011000100011000,0.6692225173611112,2541.181557022139
0001001000000000000000000,0.23111174479166668,1059.521839287152
1000001000010000101000000,0.5433371006944445,2952.021704115764
0000000110011000010000000,0.3736010524305556,1376.1228951155608
0000000001000000001001000,0.3504873784722223,1045.8350480305605
0000000000100010110000000,0.6692225173611112,1532.8429445646545
0010000100000000000000000,0.3134868055555556,382.6541071598384
1000100000000010000000100,0.49679166666666674,1512.3188475470938
0000000010010110000000100,0.3608915711805556,1706.8521182048482
0000100000000000100000000,0.30402904513888895,744.2717451232463
1000010000100000000001000,0.6481287673611111,2986.3732114741297
0000100100010000010000000,0.3344994184027778,1362.429505957598
0000001010000000000000100,0.3608915711805556,1195.9023576473878
0000111000000000000100001,0.6094810503472222,2498.959702649644
0010000000110000000001001,0.6839898784722223,2457.592873956068
0000010000011000011001000,0.7040315451388889,2455.985045712144
0000010010000000000000011,0.6265972222222222,1600.8675579031526
0000000000010000001000000,0.20312563368055558,1002.3070059667436
0000010000000001010000000,0.6105381944444445,1541.5520968097471
0000000000000000000101010,0.3504873784722223,948.8618197012553
1101000000000000000000100,0.5293675815104166,2191.3761413207844
0000000000000101000001000,0.685281545138889,1393.1598880364793
0010000100010000100010100,0.6901773784722223,2236.2457118402294
0000000011100000011000100,0.6505292534722222,1922.9003336452847
0000000000100000100000001,0.6388232118055556,1555.244983492312
0000001000000000010000000,0.3260825434027778,906.6449818817256
0000001000100001001000100,0.6746893836805555,2551.118071806092
0000000000000100000000000,0.1305067013888889,338.1212270087701
0000000010010000100000000,0.3504873784722223,1501.3276640749461
0000000100000100000000000,0.32734097222222225,529.4482805886894
1000000000010000001000000,0.4768699392361111,1850.5406059888592
1000000011000000001000101,0.5120699652777778,2028.3925684410215
0100000000000000000000000,0.10803792456597222,719.0701047777997
0000000000001000000000000,0.29253194444444447,191.0082263821647
0000110000100010110100100,0.7206808506944444,3604.008865127844
0100000000000000100001100,0.4413021048611112,1690.419395883262
0010000100000000100110000,0.7006984722222223,1620.1793665103287
1000100000000001100101100,0.7345697395833334,2764.839685111802
0100000011011010000000000,0.3992265732638889,2975.7910556650518
