Inputs, Science, Cost
000000010010110000000000010000000001000000010000000000000100,0.19956860394620812,1902.6880326997004
010000000100000000000000000100000001100000000100000001110001,0.24624540343915338,4944.128851054238
000000010001000000000100000000000000100000000010000000000000,0.16532280092592594,1239.5488528224
000000100100000100010000000000000000000000001001000100000000,0.2366916997354497,3931.4333087839013
100000100000100100000000000000000000000001000000010000001110,0.2886447530864197,4132.623575752625
000000000000000100000100000000000001000000000010100000000000,0.18118175154320987,1940.247776459823
000001100100000000000000000000000011001000000000000000001000,0.26858833912037033,3736.760373973695
000000000100000000000001001000000000000000010100000001000010,0.21370019969411372,3267.359004217413
010000000101000000001000100000000001000000010000010000001000,0.26587321428571425,3537.491828598274
000000000100000000001010000001011100000000000010010000001010,0.2875886243386243,4584.349302964056
000000000000000000000001000000000000001010000000110000010111,0.25464354735725303,4216.881696122982
000000100100010100000010100000000000000000000000001000010001,0.2501563988095238,3814.053999133068
000000000110000000001000001000100001000000000000000001010001,0.2520565186838624,4262.518308255969
000000000010000000100101000100000010100000000000000000010010,0.22951839037698413,3485.0491614722055
000010000000000000000000000001000000000000000000010100010001,0.19849133597883598,3307.880067637244
100000000000000000000000000000000000000000000000000000000000,0.014459876543209873,259.2800180585232
000000000000000000000011000000000010000000000000010000010000,0.11568647486772486,1117.6979144409052
000000000001010000000010000000000000000000000100000000010010,0.16722967096560845,1522.6791396098577
010000000100000000000010000001000110000000000010100010010000,0.23405313602292765,4274.664083028334
000000001000000000001111000000000010000000000000010000010000,0.22541208250661376,2947.7526479329163
000000001000000000001111000000000010000001100000000100000010,0.30117807539682534,5208.73954238639
000000011001000000000100000000000000100000000010001000000010,0.1938770130621693,2877.2815659130347
000000000000000001110000000000000000000001000000010000001110,0.26460925925925927,4054.8397088092484
100000001001000000000000010000000000000000000000000000000100,0.17929540895061727,2169.891363155488
000001000000100000000000010000000001000000010000000010000110,0.25031096909446643,3502.673150291282
000000010100010010000000010000000110000000010000000000001001,0.233394886739418,4363.723545939859
100000000101010000000000100000000000000100100000010100010100,0.27744843474426806,4543.452649487515
000001001101000000000101000000010000000000000001000001001000,0.30551817129629627,5018.407191037879
000001001101000000000100010000000100000000010000000000000001,0.22438287037037036,3955.8594351135557
100000110101000000001000100000000001000000010000010000001000,0.32528350970017633,4265.059488218468
000000010101000000000000000000110000000000000100000000000010,0.21091478302744707,2189.8868720340297
000001100100000000000000000000000011001000000000010000101000,0.2848449528769841,4524.351241438004
100100010110000000000000100000100000000000000001000010000000,0.2575989445546737,3420.11449857173
010101110100100000000000000000000000000000010000000000001000,0.28148826195987653,4117.811716392682
000000001000000000001111000000000010000000000000010001010000,0.2676344204695767,4051.5941945428935
000000010001000000000100000100000000100000000010000000000010,0.18364337099041006,2311.78351051151
000000000001010000000010000000000000000000010100000000010011,0.1724250413359788,1870.5190818203403
100000000101010000000000000000000000000000010100000000010011,0.23607677597277335,2557.2390146291214
100000110101000000001000100000000000000000000000010000001010,0.33552423804012343,4015.123304110634
000001100100000000000000000000000011001000000000000000100000,0.2176247685185185,3470.7954744792096
100100010110000000000000100000100000000000000001000000010011,0.29918730020943557,3358.4497208464923
100000000000000000000000000000000000000000010000010000010000,0.071711860670194,741.225407204089
000000010101000000000000000000110000000000000100000000000111,0.22848144969411371,3039.822065735493
010000000000000000000000000000000000000000000000000000000000,0.02546296296296296,268.75502213727935
100000000000000000000000000000000000000000000000000000000100,0.11910119598765431,699.3417025402091
100000000101010000000000000000000000000000010101000000100000,0.20647260802469133,2878.9905751241745
100000000000000000000000000000000000000000000000010000001000,0.09561524608686067,1189.526444521753
010001110100100000000000000000000000000000010000000000000100,0.21896219135802464,3217.990021448142
100100010110000000000100000000000000000000000000000000000100,0.18670774085097,2751.860349665185
000000010101000000000000000000110000000000000000110000010111,0.2892232927276235,3256.4555456506396
100000000000000000000000000000000000000000000000000010000101,0.18134544201940037,2067.155193023415
100000010101000000000000000000110000000001000000110000010111,0.3193531538387345,4578.375381297984
000000000000000000000000000000000000000000000000000000000000,0.0,0.0
100100010110000000000001001000000000000000010100000001000010,0.28518518380731916,4682.408985879137
100000110101000001001000100000000000000000000010000000000000,0.25048271604938266,3952.975896747513
010000000000000000000000000000000000000000000000110100001100,0.2245486180004409,2284.774223863922
100100010110000000000000000000000000000000000000000000000100,0.18572559799382715,2303.451986299595
100100010110000000000000100000100000000000010100000000100011,0.26946987296075836,3768.1303762848625
100100010110000000000000100000100000000000000001100000010010,0.29198336502425043,3241.884960715495
010000010110000000000000100000100000000000000001000000010011,0.2606379174933862,2673.240939281946
000000000110000000001000001000100001000000000000000001010010,0.2836409887566137,4037.9212026175505
100000110101000000001000100000000000000001000000010000010001,0.3024318893298059,4478.132862608846
000101100010000000001111010000010000000000000001000001001000,0.3580242931547618,6459.110883716693
100100010110000000010000000000100000000000000001110000010000,0.27483935460758374,3309.4270593749147
100100000101010000000000000000000000000000000100000000000111,0.2423466172426146,3678.1269623008725
000000000001010000000010000000000000000000000001000000000010,0.13881366567460318,1364.8298907819415
000000100000010000011001000000010000000000000100000001010010,0.23412802992724868,3972.873236574826
100000110111000000001000100000000000000000100000010000000000,0.25387676780202817,3874.614407644164
100000000000000000000000100000000000000000010000000000000100,0.11910119598765431,1122.1926874203505
100000000000000000000100000000000000010010000001000100111001,0.3065255966159612,4934.412835712308
000101100010000010001111010000000001000000000000001100011000,0.4031115616732804,8340.13709425437
000000100000010000000000000000001000000000000000100000000100,0.1582011959876543,2086.6067355922596
000000010101000000010000000000110000000000000000010000001000,0.2649400586970899,2636.054019761287
100101100010000000001111010000000010100000000000000000010010,0.36390206128747793,5691.394259261117
000101100010000000001111010000000001011000000000000000001110,0.38128548280423274,6854.501139311051
000000100000000000000000000000000000000000000000000000000000,0.03146111111111111,431.63363893128997
000100000010110000001111010000000001011000000000000000001110,0.3485666942239859,5927.768881282464
100000000101010000000000000000000000000000010100000000010000,0.21356916887125219,2214.075534577734
000000100100010100000010100000000000000000000000000000010010,0.24661092096560844,3080.8905001521307
000000010101000000000000000000110010000000000100000000100000,0.19410367063492062,2547.370543632047
000000100000000000000000000000000000000000000000000000000011,0.10741744506448413,909.2233835774837
000000000001010000000010000000000000000000000100010000001000,0.15463270502645504,2181.798516348442
000000010000000000000000100000000000000000010000000000000100,0.11549780092592592,1030.2156111871968
000000110101000000000000000000000000000001000000110100001100,0.3610561742173721,4716.227401811131
010000000000000000100000000000000000000000100000110100011100,0.2661898217041446,3196.70310141825
100101000010000000001111010000000010100000000000010100010100,0.3532899691358024,6146.667749137984
100001100000000000001111000000000000000000000000000000000000,0.25480991512345674,3663.022774899002
000001100000000000001111010000000000100010000000000000010010,0.3281122685185185,5281.387312519256
000000000101010000000000000000100000000110010100000000010000,0.23542681878306876,3819.7975319214383
000110010101000000000000000000000000000001000000110100001100,0.3762528673390652,5749.493625945406
000000010101000000000000000000110000000000000100000000001111,0.277022123015873,3453.8457065998846
100000000101010000000000000000000000000000010100010000010000,0.21886017416225748,2367.348014998326
000000010101010001000000000000000000000000000000000000000000,0.21300006613756614,2381.926272469649
000000000001010000000010000000000000000100000100010000010010,0.17252067625661374,2276.4406740787012
100101100110000000001111010000000001011000000000010000001110,0.4194942570546737,7720.509899709729
000100010010000000001111010001000010100000000000000000010010,0.30899596560846554,5178.738236065721
000000010001000000001100000000000110000001011001110000000000,0.25166267636684303,4453.619696012352
100000000000001000000000000000000000000000000001000001000110,0.21949086327436063,2765.760927957556
100100010110000001001010000001000001100000010000000000010010,0.339501598324515,5751.049028848118
100000110101000000001000100000000000000000000000000001001000,0.33217947530864195,4354.3185236090485
100000000101010000000000001000000000000000010100000000111000,0.2796255635471781,4040.212028534955
100100010010000000000000100000000001011000000000000000001110,0.2938046571869488,4024.2328402334006
000000010101000000000000100000000000000001000000110100000110,0.30472676494984563,4100.755335947253
100000000001010000000010000000000000100000000000000000100101,0.2029309413580247,2652.454639556968
000000010000000000000000000000000000000000000000110100001100,0.23436508625440916,2183.3756390979565
010000010110000000000000100000100000000000000001000000001110,0.2966699735449735,3197.7580867036536
011000000000000000000001010000000001011000000000000000001110,0.2334789517195767,3602.8999155907177
100101100010000000001111000000000001000000010000000000000100,0.31351132054673714,5711.967154422711
100000110101000100001000100000000000000000000100000000010010,0.3076130277226631,4294.993001510821
000000000001010000000010000000000000000000000000010000001010,0.1906139054232804,1921.751595162117
000000000001010000000010000000000000000000000100010100010110,0.27348769014550256,2878.416761334259
100000000000000000000000100000000000000000010000000000001101,0.21888143325617285,2027.0772043631719
100000000000000000000000010000000000000000000000000000000011,0.09041621049658288,1004.7423200457552
100000110101000000001000100000000010000000000000000000000000,0.23376975308641973,3061.0651877890787
100100010110000000000000100000100000000000000000000000011000,0.2658081542107584,3210.8723067872866
000100000000000000001111000000000000000000000000010000001010,0.30966003637566136,3686.7677564965306
100000110101000000001000101000000010000000010000010000001110,0.3499429880401234,6014.510272379504
100000010101000000010000000000110000000000000000010000001000,0.28765610807980596,2939.941429620307
000000000000000000000000000000000000000000000000000000000100,0.10464131944444444,440.061684481686
001000000000000000001111000000000000000000000000010000001010,0.286951703042328,3504.2878372540663
000000000101010001000000000000000000000000010100010000010000,0.23599636243386243,3126.6043950581434
100000100001010000000010000000000000000000000100010100010110,0.3279092950837742,3402.9135905769435
