M_S0,R_S0,M_C0,R_C0,M_I0,R_I0,SensorMassScalingFactor,SensorMassSpacingFactor,SensorReliabScalingFactor,CompMassScalingFactor,CompMassSpacingFactor,CompReliabScalingFactor,DissimilarComponentPenalty,M_SA,M_SB,M_SC,R_SA,R_SB,R_SC,M_CA,M_CB,M_CC,R_CA,R_CB,R_CC,NS,NC,NA,sensors,computers,Ibin_1,Ibin_2,Ibin_3,Ibin_4,Ibin_5,Ibin_6,Ibin_7,Ibin_8,Ibin_9,Inat_1,Inat_2,Inat_3,m,R,MTTF,Nlinks,Fields,N9
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,122,330,49,48,49,48,49,49,,,,2,1,3,44,0.999999958,23809919.62,4,,7.376757938
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,122,330,49,49,48,48,48,49,,,,2,2,1,44,0.999999758,4136344.341,3,,6.616616738
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,122,330,49,49,49,48,48,49,,,,2,2,3,44,0.999999759,4141477.351,4,,6.617155343
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,122,330,49,49,48,48,49,49,,,,2,3,1,44,0.999999958,23809919.68,4,,7.376757939
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,122,330,49,49,49,48,49,49,,,,2,3,3,44,0.999999958,23981009.32,5,,7.379867467
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,122,330,49,48,48,49,49,49,,,,3,1,1,44,0.999999659,2928774.33,4,,6.466685984
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,122,330,49,48,49,49,49,49,,,,3,1,3,44,0.999999958,23923649.83,5,,7.378827446
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,122,330,49,49,48,49,48,49,,,,3,2,1,44,0.999999958,23753374.69,4,,7.375725329
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,122,330,49,49,49,49,48,49,,,,3,2,3,44,0.999999958,23923650.47,5,,7.378827458
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,122,330,49,49,48,49,49,49,,,,3,3,1,44,0.999999958,23923650.15,5,,7.378827452
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,122,330,49,49,49,49,49,49,,,,3,3,3,44,0.999999958,24096383.82,6,,7.381951881
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,110,48,48,49,49,49,49,,,,1,1,3,33,0.9999985,666555.4074,4,,5.823836582
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,110,48,49,48,49,48,49,,,,1,2,1,33,0.999998,499875.0933,3,,5.698861933
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,110,48,49,49,49,48,49,,,,1,2,3,33,0.999998998,998006.231,4,,5.99913347
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,110,48,49,48,49,49,49,,,,1,3,1,33,0.999998,500062.1954,4,,5.699024457
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,110,48,49,49,49,49,49,,,,1,3,3,33,0.999998999,998752.3083,5,,5.999458013
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,110,49,48,48,48,49,49,,,,2,1,1,33,0.9999975,400039.824,3,,5.60210377
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,110,49,48,49,48,49,49,,,,2,1,3,33,0.999998998,998006.2308,4,,5.99913347
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,110,49,49,48,48,48,49,,,,2,2,1,33,0.999998498,665890.6252,3,,5.823403227
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,110,49,49,49,48,48,49,,,,2,2,3,33,0.9999985,666555.4075,4,,5.823836582
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,110,49,49,48,48,49,49,,,,2,3,1,33,0.999998997,997260.5216,4,,5.998808845
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,110,49,49,49,48,49,49,,,,2,3,3,33,0.999998999,998752.3084,5,,5.999458014
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,110,49,48,48,49,49,49,,,,3,1,1,33,0.999997501,400119.6561,4,,5.60219043
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,110,49,48,49,49,49,49,,,,3,1,3,33,0.999998999,998503.2429,5,,5.999349697
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,110,49,49,48,49,48,49,,,,3,2,1,33,0.999998997,997012.1998,4,,5.99870069
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,110,49,49,49,49,48,49,,,,3,2,3,33,0.999998999,998503.2428,5,,5.999349697
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,110,49,49,48,49,49,49,,,,3,3,1,33,0.999998998,997756.7898,5,,5.99902491
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,110,49,49,49,49,49,49,,,,3,3,3,33,0.999998999,999250.0638,6,,5.999674402
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,120,48,48,49,49,49,48,,,,1,1,2,35,0.999999099,1109694.701,3,,6.045203708
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,120,48,48,49,49,49,49,,,,1,1,3,35,0.999999099,1110432.938,4,,6.045492531
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,120,48,49,48,49,48,49,,,,1,2,1,35,0.999998599,713954.4236,3,,5.853670793
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,120,48,49,49,49,48,48,,,,1,2,2,35,0.999998999,999351.1705,3,,5.999718343
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,120,48,49,49,49,48,49,,,,1,2,3,35,0.999999598,2490359.005,4,,6.396262046
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,120,48,49,48,49,49,49,,,,1,3,1,35,0.9999986,714107.0701,4,,5.853763637
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,120,48,49,49,49,49,48,,,,1,3,2,35,0.999999598,2488501.686,4,,6.395938027
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,120,48,49,49,49,49,49,,,,1,3,3,35,0.999999599,2492217.245,5,,6.396585984
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,120,49,48,48,48,49,49,,,,2,1,1,35,0.9999981,526218.7005,3,,5.72116669
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,120,49,48,49,48,49,48,,,,2,1,2,35,0.999999199,1248285.213,3,,6.096314
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,120,49,48,49,48,49,49,,,,2,1,3,35,0.999999598,2489429.069,4,,6.396099844
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,120,49,49,48,48,48,49,,,,2,2,1,35,0.999999398,1660995.664,3,,6.22036863
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,120,49,49,49,48,48,49,,,,2,2,3,35,0.999999399,1665140.619,4,,6.221451045
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,120,49,49,48,48,49,49,,,,2,3,1,35,0.999999598,2484791.646,4,,6.395290066
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,120,49,49,49,48,49,48,,,,2,3,2,35,0.9999992,1249453.333,4,,6.096720214
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,120,49,49,49,48,49,49,,,,2,3,3,35,0.999999599,2494079.175,5,,6.396910323
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,120,49,48,48,49,49,49,,,,3,1,1,35,0.9999981,526273.9492,4,,5.721212285
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,120,49,48,49,49,49,48,,,,3,1,2,35,0.999999598,2486955.103,4,,6.395668032
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,120,49,48,49,49,49,49,,,,3,1,3,35,0.999999599,2490666.038,5,,6.396315586
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,120,49,49,48,49,48,49,,,,3,2,1,35,0.999999597,2484174.992,4,,6.395182273
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,120,49,49,49,49,48,48,,,,3,2,2,35,0.999999,999849.8225,4,,5.999934991
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,120,49,49,49,49,48,49,,,,3,2,3,35,0.999999599,2493457.904,5,,6.396802128
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,120,49,49,48,49,49,49,,,,3,3,1,35,0.999999598,2486024.004,5,,6.395505405
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,120,49,49,49,49,49,48,,,,3,3,2,35,0.999999599,2491595.967,5,,6.396477706
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,120,49,49,49,49,49,49,,,,3,3,3,35,0.999999599,2495320.771,6,,6.397126469
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,130,48,48,49,49,49,48,,,,1,1,2,40,0.999999299,1426637.223,3,,6.154313703
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,130,48,48,49,49,49,49,,,,1,1,3,40,0.999999299,1427247.156,4,,6.154499339
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,130,48,49,48,49,48,49,,,,1,2,1,40,0.999998799,832847.7341,3,,5.920565869
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,130,48,49,49,49,48,48,,,,1,2,2,40,0.999999499,1996210.692,3,,6.300206486
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,130,48,49,49,49,48,49,,,,1,2,3,40,0.999999799,4965271.153,4,,6.695943014
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,130,48,49,48,49,49,49,,,,1,3,1,40,0.999998799,832951.5845,4,,5.920620019
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,130,48,49,49,49,49,48,,,,1,3,2,40,0.999999798,4961579.501,4,,6.695619998
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,130,48,49,49,49,49,49,,,,1,3,3,40,0.999999799,4968964.592,5,,6.696265946
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,130,49,48,48,48,49,49,,,,2,1,1,40,0.999998299,588044.8899,3,,5.76941085
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,130,49,48,49,48,49,48,,,,2,1,2,40,0.999999599,2491907.34,3,,6.396531976
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,130,49,48,49,48,49,49,,,,2,1,3,40,0.999999798,4960345.274,4,,6.695511951
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,130,49,49,48,48,48,49,,,,2,2,1,40,0.999999698,3309627.073,3,,6.519779126
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,130,49,49,49,48,48,49,,,,2,2,3,40,0.999999699,3326127.885,4,,6.521939008
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,130,49,49,48,48,49,49,,,,2,3,1,40,0.999999798,4941963.553,4,,6.693899582
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,130,49,49,49,48,49,48,,,,2,3,2,40,0.999999599,2496567.658,4,,6.397343427
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,130,49,49,49,48,49,49,,,,2,3,3,40,0.999999799,4978845.645,5,,6.697128706
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,130,49,48,48,49,49,49,,,,3,1,1,40,0.9999983,588079.3855,4,,5.769436325
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,130,49,48,49,49,49,48,,,,3,1,2,40,0.999999798,4955434.024,4,,6.695081742
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,130,49,48,49,49,49,49,,,,3,1,3,40,0.999999799,4962800.856,5,,6.695726892
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,130,49,49,48,49,48,49,,,,3,2,1,40,0.999999798,4940743.926,4,,6.693792389
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,130,49,49,49,49,48,48,,,,3,2,2,40,0.9999995,1998201.718,4,,6.300639437
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,130,49,49,49,49,48,49,,,,3,2,3,40,0.999999799,4977607.721,5,,6.697020711
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,130,49,49,48,49,49,49,,,,3,3,1,40,0.999999798,4944400.947,5,,6.694113725
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,130,49,49,49,49,49,48,,,,3,3,2,40,0.999999799,4973897.723,5,,6.696696894
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,130,49,49,49,49,49,49,,,,3,3,3,40,0.999999799,4981319.507,6,,6.697344442
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,220,48,48,49,49,49,49,,,,1,1,3,37,0.999999639,2772619.437,4,,6.442890342
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,220,48,49,48,49,48,49,,,,1,2,1,37,0.999999439,1782882.567,3,,6.25112286
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,220,48,49,49,49,48,49,,,,1,2,3,37,0.999999839,6201580.66,4,,6.792502432
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,220,48,49,48,49,49,49,,,,1,3,1,37,0.999999439,1783835.343,4,,6.251354886
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,220,48,49,49,49,49,49,,,,1,3,3,37,0.999999839,6213123.836,5,,6.793310045
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,220,49,48,48,48,49,49,,,,2,1,1,37,0.999999239,1314562.072,3,,6.118781263
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,220,49,48,49,48,49,49,,,,2,1,3,37,0.999999839,6201580.647,4,,6.792502431
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,220,49,49,48,48,48,49,,,,2,2,1,37,0.999999639,2768018.78,3,,6.442169111
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,220,49,49,49,48,48,49,,,,2,2,3,37,0.999999639,2772619.436,4,,6.442890342
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,220,49,49,48,48,49,49,,,,2,3,1,37,0.999999838,6190068.814,4,,6.791695512
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,220,49,49,49,48,49,49,,,,2,3,3,37,0.999999839,6213123.815,5,,6.793310043
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,220,49,48,48,49,49,49,,,,3,1,1,37,0.999999239,1314907.12,4,,6.118895242
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,220,49,48,49,49,49,49,,,,3,1,3,37,0.999999839,6209267.478,5,,6.793040403
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,220,49,49,48,49,48,49,,,,3,2,1,37,0.999999838,6186241,4,,6.79142687
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,220,49,49,49,49,48,49,,,,3,2,3,37,0.999999839,6209267.461,5,,6.793040402
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,220,49,49,48,49,49,49,,,,3,3,1,37,0.999999839,6197727.094,5,,6.792232484
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,220,49,49,49,49,49,49,,,,3,3,3,37,0.999999839,6220839.306,6,,6.793849018
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,230,48,48,49,49,49,48,,,,1,1,2,42,0.999999719,3558598.938,3,,6.551279106
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,230,48,48,49,49,49,49,,,,1,1,3,42,0.999999719,3562398.66,4,,6.55174258
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,230,48,49,48,49,48,49,,,,1,2,1,42,0.999999519,2079782.081,3,,6.318017937
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,230,48,49,49,49,48,48,,,,1,2,2,42,0.999999619,2625846.428,3,,6.419269406
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,230,48,49,49,49,48,49,,,,1,2,3,42,0.999999919,12330539.28,4,,7.090982088
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,230,48,49,48,49,49,49,,,,1,3,1,42,0.999999519,2080430.196,4,,6.318153253
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,230,48,49,49,49,49,48,,,,1,3,2,42,0.999999919,12307784.19,4,,7.09017989
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,230,48,49,49,49,49,49,,,,1,3,3,42,0.999999919,12353355.75,5,,7.091784966
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,230,49,48,48,48,49,49,,,,2,1,1,42,0.999999319,1469011.766,3,,6.167025422
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,230,49,48,49,48,49,48,,,,2,1,2,42,0.999999719,3559104.795,3,,6.551340837
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,230,49,48,49,48,49,49,,,,2,1,3,42,0.999999919,12322941.85,4,,7.090714417
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,2,,123,230,49,49,48,48,48,49,,,,2,2,1,42,0.999999819,5515432.425,3,,6.741579607
