M_S0,R_S0,M_C0,R_C0,M_I0,R_I0,SensorMassScalingFactor,SensorMassSpacingFactor,SensorReliabScalingFactor,CompMassScalingFactor,CompMassSpacingFactor,CompReliabScalingFactor,DissimilarComponentPenalty,M_SA,M_SB,M_SC,R_SA,R_SB,R_SC,M_CA,M_CB,M_CC,R_CA,R_CB,R_CC,NS,NC,NA,sensors,computers,Ibin_1,Ibin_2,Ibin_3,Ibin_4,Ibin_5,Ibin_6,Ibin_7,Ibin_8,Ibin_9,Inat_1,Inat_2,Inat_3,m,R,MTTF,Nlinks,Fields,N9
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,49,49,48,49,48,48,49,6,4,7,50,0.999999999,1675462807,6,,9.224134792
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,48,49,48,48,48,49,49,6,5,1,50,0.999999999,1209537943,5,,9.082619497
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,48,49,48,49,48,49,49,6,5,3,50,1,2455792689,6,,9.390191702
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,49,49,48,48,48,49,48,6,5,4,50,0.999999999,1395204125,5,,9.144637752
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,49,49,48,48,48,49,49,6,5,5,50,0.999999999,1897632752,6,,9.278212168
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,49,49,48,49,48,49,49,6,5,7,50,1,2456514024,7,,9.390319248
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,48,49,49,48,48,48,49,6,6,1,50,0.999999999,1338983776,5,,9.126775315
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,48,49,49,49,48,48,49,6,6,3,50,1,2236615431,6,,9.349591317
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,49,49,49,48,48,48,49,6,6,5,50,1,2236913712,6,,9.349649232
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,49,49,49,49,48,48,49,6,6,7,50,1,2237198180,7,,9.349704457
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,48,49,49,48,48,49,49,6,7,1,50,0.999999999,1414684825,6,,9.150659695
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,48,49,49,49,48,49,49,6,7,3,50,1,2456153638,7,,9.39025553
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,49,49,49,48,48,49,48,6,7,4,50,0.999999999,1675463119,6,,9.224134873
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,49,49,49,48,48,49,49,6,7,5,50,1,2456530103,7,,9.39032209
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,49,49,49,49,48,49,49,6,7,7,50,1,2456861782,8,,9.390380725
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,48,48,49,48,48,49,49,49,7,1,1,50,0.9999994,1665536.923,5,,6.221554395
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,48,48,49,48,49,49,49,49,7,1,3,50,0.999999999,1056320225,6,,9.023795595
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,48,49,49,48,48,49,49,48,7,1,4,50,0.999999999,1023952507,5,,9.010279814
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,48,49,49,48,48,49,49,49,7,1,5,50,0.999999999,1209566693,6,,9.08262982
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,48,49,49,48,49,49,49,49,7,1,7,50,0.999999999,1414727265,7,,9.150672724
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,48,48,49,49,48,49,48,49,7,2,1,50,0.999999999,802302303.6,5,,8.904338039
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,48,48,49,49,49,49,48,49,7,2,3,50,0.999999999,1056318491,6,,9.023794882
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,48,49,49,49,48,49,48,48,7,2,4,50,0.999999999,1023952390,5,,9.010279764
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,48,49,49,49,48,49,48,49,7,2,5,50,0.999999999,1414604840,6,,9.15063514
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,48,49,49,49,49,49,48,49,7,2,7,50,0.999999999,1414726820,7,,9.150672587
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,48,48,49,49,48,49,49,49,7,3,1,50,0.999999999,1056319358,6,,9.023795239
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,48,48,49,49,49,49,49,49,7,3,3,50,0.999999999,1545704574,7,,9.189126492
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,48,49,49,49,48,49,49,48,7,3,4,50,0.999999999,1795187571,6,,9.254109833
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,48,49,49,49,48,49,49,49,7,3,5,50,1,2455917234,7,,9.390213727
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,48,49,49,49,49,49,49,49,7,3,7,50,1,2456266163,8,,9.390275426
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,48,49,48,48,49,48,49,7,4,1,50,0.999999999,1023952274,5,,9.010279715
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,48,49,48,49,49,48,49,7,4,3,50,0.999999999,1795182920,6,,9.254108708
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,49,49,48,48,49,48,48,7,4,4,50,0.9999997,3328818.104,5,,6.52229013
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,49,49,48,48,49,48,49,7,4,5,50,0.999999999,1477504156,6,,9.169528711
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,49,49,48,49,49,48,49,7,4,7,50,0.999999999,1795574069,7,,9.254203325
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,48,49,48,48,49,49,49,7,5,1,50,0.999999999,1209565069,6,,9.082629236
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,48,49,48,49,49,49,49,7,5,3,50,1,2455921922,7,,9.390214556
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,49,49,48,48,49,49,48,7,5,4,50,0.999999999,1477504641,6,,9.169528854
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,49,49,48,48,49,49,49,7,5,5,50,0.999999999,1897701919,7,,9.278227997
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,49,49,48,49,49,49,49,7,5,7,50,1,2456632612,8,,9.390340213
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,48,49,49,48,49,48,49,7,6,1,50,0.999999999,1414605506,6,,9.150635344
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,48,49,49,49,49,48,49,7,6,3,50,1,2455907190,7,,9.390211951
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,49,49,49,48,49,48,48,7,6,4,50,0.999999999,1477506095,6,,9.169529281
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,49,49,49,48,49,48,49,7,6,5,50,1,2456269513,7,,9.390276018
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,49,49,49,49,49,48,49,7,6,7,50,1,2456631272,8,,9.390339976
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,48,49,49,48,49,49,49,7,7,1,50,0.999999999,1414725932,7,,9.150672314
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,48,49,49,49,49,49,49,7,7,3,50,1,2456260805,8,,9.390274478
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,49,49,49,48,49,49,48,7,7,4,50,0.999999999,1795567626,7,,9.254201767
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,49,49,49,48,49,49,49,7,7,5,50,1,2456645343,8,,9.390342464
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,223,49,49,49,49,49,49,49,49,49,7,7,7,50,1,2457013245,9,,9.390407498
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,48,49,48,48,49,49,49,48,1,1,6,55,0.9999998,4990246.752,4,,6.698122064
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,48,49,48,48,49,49,49,49,1,1,7,55,0.9999998,4990247.504,5,,6.69812213
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,48,49,48,49,49,49,48,48,1,2,6,55,0.999999999,1350195780,4,,9.130396746
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,48,49,48,49,49,49,48,49,1,2,7,55,0.999999999,1469102436,5,,9.167052079
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,48,49,48,49,49,49,49,48,1,3,6,55,0.999999999,1883764110,5,,9.275026518
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,48,49,48,49,49,49,49,49,1,3,7,55,0.999999999,1883874428,6,,9.275051951
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,48,48,48,49,49,48,48,1,4,2,55,0.999999999,1074759748,3,,9.031311393
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,48,48,48,49,49,48,49,1,4,3,55,0.999999999,1387618021,4,,9.142269932
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,49,48,48,49,49,48,48,1,4,6,55,0.999999999,1350195982,4,,9.130396811
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,49,48,48,49,49,48,49,1,4,7,55,0.999999999,1469103154,5,,9.167052291
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,48,48,48,49,49,49,48,1,5,2,55,0.999999999,1387618876,4,,9.142270199
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,48,48,48,49,49,49,49,1,5,3,55,0.999999999,1751944271,5,,9.243520287
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,49,48,48,49,49,49,48,1,5,6,55,0.999999999,1883762140,5,,9.275026064
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,49,48,48,49,49,49,49,1,5,7,55,0.999999999,1883870882,6,,9.275051134
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,48,48,49,48,49,48,49,1,6,1,55,0.9999998,4990246.755,4,,6.698122064
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,48,48,49,49,49,48,48,1,6,2,55,0.999999999,1350196791,4,,9.130397072
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,48,48,49,49,49,48,49,1,6,3,55,0.999999999,1883765291,5,,9.275026791
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,49,48,49,49,49,48,48,1,6,6,55,0.999999999,1815454067,5,,9.258985265
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,49,48,49,49,49,48,49,1,6,7,55,1,2037159125,6,,9.309024954
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,48,48,49,48,49,49,49,1,7,1,55,0.9999998,4990247.504,5,,6.69812213
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,48,48,49,49,49,49,48,1,7,2,55,0.999999999,1469101237,5,,9.167051725
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,48,48,49,49,49,49,49,1,7,3,55,0.999999999,1883862607,6,,9.275049226
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,49,48,49,49,49,49,48,1,7,6,55,1,2037162811,6,,9.30902574
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,49,48,49,49,49,49,49,1,7,7,55,1,2037266485,7,,9.309047841
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,48,49,49,48,49,48,49,48,2,1,6,55,0.999999999,1248955079,4,,9.096546819
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,48,49,49,48,49,48,49,49,2,1,7,55,0.999999999,1280922240,5,,9.107522766
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,48,49,49,49,49,48,48,49,2,2,7,55,0.9999999,9961060.074,5,,6.998305581
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,48,49,49,49,49,48,49,48,2,3,6,55,0.999999999,1996491478,5,,9.300267461
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,48,49,49,49,49,48,49,49,2,3,7,55,1,2079452694,6,,9.317949045
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,48,49,48,48,48,48,49,2,4,1,55,0.999999999,934212179,3,,8.970445525
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,48,49,48,49,48,48,49,2,4,3,55,0.999999999,1536630476,4,,9.186569443
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,49,49,48,49,48,48,49,2,4,7,55,0.999999999,1637191555,5,,9.214099496
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,48,49,48,48,48,49,49,2,5,1,55,0.999999999,1110366435,4,,9.045466325
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,48,49,48,49,48,49,48,2,5,2,55,0.9999999,9961053.993,4,,6.998305316
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,48,49,48,49,48,49,49,2,5,3,55,1,2079181968,5,,9.3178925
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,49,49,48,49,48,49,48,2,5,6,55,1,2169347262,5,,9.336329078
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,49,49,48,49,48,49,49,2,5,7,55,1,2267648408,6,,9.355575719
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,48,49,49,48,48,48,49,2,6,1,55,0.999999999,1248954386,4,,9.096546578
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,48,49,49,49,48,48,49,2,6,3,55,0.999999999,1996495903,5,,9.300268423
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,49,49,49,49,48,48,49,2,6,7,55,1,2169629437,6,,9.336385565
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,48,49,49,48,48,49,49,2,7,1,55,0.999999999,1280922968,5,,9.107523013
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,48,49,49,49,48,49,48,2,7,2,55,0.9999999,9961060.085,5,,6.998305582
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,48,49,49,49,48,49,49,2,7,3,55,1,2079460856,6,,9.31795075
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,49,49,49,49,48,49,48,2,7,6,55,1,2169640412,6,,9.336387762
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,49,49,49,49,48,49,49,2,7,7,55,1,2267981293,7,,9.355639468
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,48,49,49,48,49,49,49,48,3,1,6,55,0.999999999,1368339992,5,,9.13619402
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,48,49,49,48,49,49,49,49,3,1,7,55,0.999999999,1368400693,6,,9.136213286
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,48,49,49,49,49,49,48,48,3,2,6,55,0.999999999,1560542089,5,,9.193275487
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,48,49,49,49,49,49,48,49,3,2,7,55,0.999999999,1721595686,6,,9.235931166
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,48,49,49,49,49,49,49,48,3,3,6,55,1,2320064223,6,,9.365500007
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,48,49,49,49,49,49,49,49,3,3,7,55,1,2320207656,7,,9.365526856
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,48,49,48,48,49,48,49,3,4,1,55,0.999999999,999436796,4,,8.999755335
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,48,49,48,49,49,48,48,3,4,2,55,0.999999999,1264705261,4,,9.101989325
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,48,49,48,49,49,48,49,3,4,3,55,0.999999999,1721417684,5,,9.23588626
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,49,49,48,49,49,48,48,3,4,6,55,0.999999999,1664195941,5,,9.221204459
6,0.999,5,0.9996,0,1,1,0.5,1,1,0.5,1,9,3,6,9,0.9985,0.999,0.9995,3,5,10,0.999,0.9996,0.9998,3,3,,133,233,48,49,49,49,48,49,49,48,49,3,4,7,55,0.999999999,1848616924,6,,9.266846925
