Inputs, Science, Cost
010100010011010000000100100000100000000010000000100000000100,0.26708379354056433,4801.125466181967
001000000000000000000000000000000010000100000000000010100000,0.038589847883597886,2663.9954768600937
100000100100000000000000000000000000000000000000000000000010,0.18491694352127425,1574.165944007395
000000000000000010000000010010000000001000010000100000001000,0.08195949211860669,3756.8632070019253
000000000001000000000000010000100000010000000000000000100010,0.1021460330274471,1721.1166333472213
000000000001011000000000100000010100000000000100100001001010,0.22318199955908288,4458.794691918554
000001000001000000000000000100000100000000000010001000011000,0.21103546213624336,4610.617445445667
000000001100000100000000000100010000100000100000100000100000,0.17955308641975307,3904.944294549196
000100000000100000000000100000000000100000100000000001000100,0.18741126543209877,3201.794341809646
010000000001000000101000101000001000000000000000000001000010,0.19296133019179895,5061.382701813616
000010010000010000000100001000010000000000010000010000000000,0.1302812003968254,2628.7931307074723
010000010000000001000110000000000100000000010000000000001000,0.21486157407407408,3172.70892642493
000011000100000001000000000010101000100100000001000000010000,0.2625462962962963,7211.635741937486
000010000001000000000101100100001000000000000000001001011100,0.2859147280092592,6267.697106646483
000000000001100000000100001000001010000001000010000100000001,0.24252475749559077,5583.980117070464
000010000001000101000110000000010000001000000000010000000001,0.2203037202380952,4520.6310524748615
000001011001010000000100010000100000000000000000000000100000,0.24021835317460316,3844.0286055959336
010000001010000000100010001000010011000010000001000000000100,0.23445157696759258,5077.193808967623
000000000001000000001000000000000000000000100100001000000100,0.185146875,3520.64692701302
100000000000001010000000000000000000000011000001000000000010,0.17023491089340825,4988.053158763967
001000001000000001000101100000000001000001000000000010000100,0.24007896825396818,6269.682326267862
000100000100100000100000001000010001000011010000000000000001,0.2766119157848324,5097.395863203675
001010000000000010000100000000000000000010000001001000111000,0.27507655009920634,7336.055539160367
000100001010010001000100000000100000000100000001100100011001,0.38415957616843033,7024.09503087446
000000000000000000000000000000000000010000011000000011000001,0.1297907738095238,3415.8092815303403
010000000000010000000010000000110001000000001010000100000010,0.17200951554232805,3302.0355183637544
100000011100100000010000001000000010000000100000000010001000,0.25986639660493827,4504.973919019266
000000000000100000000000100000100010000000000000000010000010,0.06678620057594796,1768.1643792263253
100010001001000000000000000010000000000000100001000010000000,0.1348569995590829,4235.990232700784
000000000100001000110001000001000000000000000001000000100010,0.24339256080522487,3690.0380825390785
100001010000000000010000000000000000000100000000011000000000,0.15601707451499117,3232.351748651238
000000000000000000001100000010000000000000000000000000000000,0.10925821759259259,1549.6763016675952
000000001100100000000000000010000000101010000000000000001100,0.23498466159611991,4993.532752195522
000011000001000000100010000000001010000000101000100000010010,0.2449769372795414,5603.119776243737
000000000000000000000000010000000100010001000000000010000000,0.08659632936507937,2661.0396389446446
010000000100000010000100001000000000000000000001000000000011,0.21172553038194442,3687.9030341668713
000010000000000000010000000000000010000000000110100001000100,0.1685347111992945,3192.3666225979605
010110010000000100000100010010000000001000000010000000000000,0.18334998346560843,5673.8416675979115
010000100100000000000000010000000000000000100000010000100000,0.15851071428571428,2564.294758809757
000100100001000000001000000000000100000100000000000000000000,0.12136828703703705,3901.930707348013
000000001100100000110000000000001000000000001100100000000000,0.1735280864197531,3390.3836496990957
010010000000000000100010000010001000000101000000000000010100,0.2131581845238095,5868.401274089579
000001000000000000000000100010000100100000000001000000000010,0.14799229625496033,3427.7730707827304
000000000001000100000000000000010000000000000000100001001010,0.21173636463844797,3304.3245716074266
000000010100000000000000000100001000000100000000000100000001,0.19239080687830687,3975.3096320706904
000010100100000100001101010001010101000000100010110000010101,0.3277496141975308,8342.235074389153
000000001001010100100001000001000000000000000110000000010000,0.20477040343915343,5260.359384302573
010000000100000000000001110000000001001001000000010100001001,0.3002637028769841,6381.320485948469
100010000000000000000010000000100100000001000000110000000010,0.1819992256393298,4729.515372379299
000000000000000010000000000000000000000000000000000011100100,0.1822172619047619,3247.0482592598228
000000000000000000000000000000000100000101010001000000100100,0.19896990740740736,3644.14455791429
000000000100000000000000100001000000010000100000000000011000,0.23501803488756612,3090.610675313946
000000101000000000100000100000100000011000000001100000000000,0.11468221450617283,4538.117799017336
100000101000000000001110001000000000000000010000110000010010,0.2812679839065255,4735.737768442801
001100010100000101000000000000011001000000000000000100000000,0.26017294973544974,6080.50090006713
000100100100000000100000000000000010001100000000000100010011,0.29588426054067457,5824.940934839722
000000010000000000000101000010000100100010000101000000001000,0.2391156704695767,5034.621666733196
000000000001000000000100000000000101000000000100001000100000,0.17866655092592593,3175.326504980819
000000001100000010010010001001000000000000000011000000000010,0.26070000826719575,4573.30174034119
010000100110000000011000000000001010000001000000000000000100,0.22110466683201058,4905.870982679747
000000001101000000001000100000000000100000100000000001000100,0.23940130208333332,4143.323378769091
000000000000000000110000110001000000010000000100100000000000,0.10177469135802467,3119.643435223338
