NS,NC,sensors,computers,Ibin_1,Ibin_2,Ibin_3,Ibin_4,Ibin_5,Ibin_6,Ibin_7,Ibin_8,Ibin_9,m,R,MTTF,Nlinks,N9
2,3,130,222,49,48,49,49,48,49,,,,36,0.99999925,1332651.169,4,6.124716648
2,3,130,222,49,49,49,49,48,49,,,,36,0.99999925,1333077.152,5,6.124855448
2,3,130,222,49,48,49,48,49,49,,,,36,0.99999865,740869.809,4,5.86974219
2,3,130,222,49,48,49,49,49,49,,,,36,0.99999925,1332792.993,5,6.124762864
2,3,130,222,49,49,49,49,49,49,,,,36,0.99999925,1333219.066,6,6.124901679
2,3,130,223,48,49,48,49,49,49,,,,41,0.99999905,1052928.133,4,6.022398936
2,3,130,223,48,49,49,48,48,49,,,,41,0.99999905,1052795.23,3,6.022344115
2,3,130,223,48,49,49,49,48,49,,,,41,0.99999905,1052928.133,4,6.022398936
2,3,130,223,48,49,49,48,49,48,,,,41,0.99999895,952415.0876,3,5.978826495
2,3,130,223,48,49,49,48,49,49,,,,41,0.99999925,1332920.95,4,6.124804557
2,3,130,223,48,49,49,49,49,49,,,,41,0.99999925,1333133.995,5,6.124873966
2,3,130,223,49,48,48,49,48,49,,,,41,0.99999915,1176301.509,3,6.070518839
2,3,130,223,49,49,48,49,48,49,,,,41,0.99999915,1176633.453,4,6.070641376
2,3,130,223,49,48,48,49,49,49,,,,41,0.99999925,1332778.831,4,6.124758249
2,3,130,223,49,49,48,49,49,49,,,,41,0.99999925,1333204.979,5,6.12489709
2,3,130,223,49,48,49,48,48,49,,,,41,0.99999865,740865.4327,3,5.869739625
2,3,130,223,49,48,49,49,48,49,,,,41,0.99999925,1332778.83,4,6.124758249
2,3,130,223,49,49,49,48,48,49,,,,41,0.99999925,1332991.914,4,6.124827678
2,3,130,223,49,49,49,49,48,49,,,,41,0.99999925,1333204.981,5,6.124897091
2,3,130,223,49,48,49,48,49,49,,,,41,0.99999865,740887.3467,4,5.869752471
2,3,130,223,49,48,49,49,49,49,,,,41,0.99999925,1332849.751,5,6.124781358
2,3,130,223,49,49,49,48,49,48,,,,41,0.99999895,952487.5371,4,5.97885953
2,3,130,223,49,49,49,48,49,49,,,,41,0.99999925,1333062.857,5,6.124850791
2,3,130,223,49,49,49,49,49,49,,,,41,0.99999925,1333275.947,6,6.124920207
2,3,130,233,48,49,48,49,49,48,,,,46,0.99999905,1052879.405,3,6.022378837
2,3,130,233,48,49,48,49,49,49,,,,46,0.99999905,1052945.863,4,6.022406249
2,3,130,233,48,49,49,49,48,49,,,,46,0.99999915,1176655.595,4,6.070649549
2,3,130,233,48,49,49,49,49,48,,,,46,0.99999925,1333126.86,4,6.124871642
2,3,130,233,48,49,49,49,49,49,,,,46,0.99999925,1333233.405,5,6.124906349
2,3,130,233,49,48,48,49,48,49,,,,46,0.99999915,1176489.593,3,6.070588274
2,3,130,233,49,49,48,49,48,49,,,,46,0.99999915,1176655.594,4,6.070649549
2,3,130,233,49,48,48,49,49,48,,,,46,0.99999895,952465.8044,3,5.97884962
2,3,130,233,49,48,48,49,49,49,,,,46,0.99999925,1333020.288,4,6.124836922
2,3,130,233,49,49,48,49,49,48,,,,46,0.99999925,1333126.859,4,6.124871641
2,3,130,233,49,49,48,49,49,49,,,,46,0.99999925,1333233.405,5,6.124906349
2,3,130,233,49,48,49,48,48,49,,,,46,0.99999865,740885.159,3,5.869751188
2,3,130,233,49,48,49,49,48,49,,,,46,0.99999925,1333055.774,4,6.124848483
2,3,130,233,49,49,49,49,48,49,,,,46,0.99999925,1333268.902,5,6.124917912
2,3,130,233,49,48,49,48,49,49,,,,46,0.99999865,740896.1164,4,5.869757611
2,3,130,233,49,48,49,49,49,48,,,,46,0.99999895,952502.0312,4,5.978866138
2,3,130,233,49,48,49,49,49,49,,,,46,0.99999925,1333091.248,5,6.12486004
2,3,130,233,49,49,49,49,49,48,,,,46,0.99999925,1333197.832,5,6.124894762
2,3,130,233,49,49,49,49,49,49,,,,46,0.99999925,1333304.388,6,6.124929471
2,3,130,333,48,49,48,49,49,49,,,,51,0.99999915,1176666.666,4,6.070653635
2,3,130,333,48,49,49,49,48,49,,,,51,0.99999915,1176666.666,4,6.070653635
2,3,130,333,48,49,49,49,49,49,,,,51,0.99999925,1333283.118,5,6.124922543
2,3,130,333,49,48,48,49,48,49,,,,51,0.99999915,1176583.657,3,6.070622996
2,3,130,333,49,49,48,49,48,49,,,,51,0.99999915,1176666.666,4,6.070653635
2,3,130,333,49,48,48,49,49,49,,,,51,0.99999925,1333176.542,4,6.124887826
2,3,130,333,49,49,48,49,49,49,,,,51,0.99999925,1333283.117,5,6.124922543
2,3,130,333,49,48,49,48,48,49,,,,51,0.99999895,952491.1643,3,5.978861184
2,3,130,333,49,48,49,49,48,49,,,,51,0.99999925,1333176.542,4,6.124887826
2,3,130,333,49,49,49,49,48,49,,,,51,0.99999925,1333283.118,5,6.124922543
2,3,130,333,49,48,49,48,49,49,,,,51,0.99999895,952509.2789,4,5.978869443
2,3,130,333,49,48,49,49,49,49,,,,51,0.99999925,1333212.03,5,6.124899387
2,3,130,333,49,49,49,49,49,49,,,,51,0.99999925,1333318.612,6,6.124934104
2,3,220,111,48,49,48,49,49,49,,,,21,0.999998,499999.7498,4,5.698970221
2,3,220,111,48,49,49,49,48,49,,,,21,0.999998,499999.7501,4,5.698970222
2,3,220,111,48,49,49,49,49,49,,,,21,0.999998998,998005.4831,5,5.999133145
2,3,220,111,49,48,48,49,48,49,,,,21,0.999997999,499750.3739,3,5.698753562
2,3,220,111,49,49,48,49,48,49,,,,21,0.999998,499999.7501,4,5.698970222
2,3,220,111,49,48,48,49,49,49,,,,21,0.999998997,997012.4484,4,5.998700799
2,3,220,111,49,49,48,49,49,49,,,,21,0.999998998,998005.4827,5,5.999133145
2,3,220,111,49,48,49,48,48,49,,,,21,0.999997999,499750.3739,3,5.698753562
2,3,220,111,49,48,49,49,48,49,,,,21,0.999998997,997012.4482,4,5.998700799
2,3,220,111,49,49,49,49,48,49,,,,21,0.999998998,998005.4836,5,5.999133145
2,3,220,111,49,48,49,48,49,49,,,,21,0.999998,499999.75,4,5.698970222
2,3,220,111,49,48,49,49,49,49,,,,21,0.999998998,998005.4836,5,5.999133145
2,3,220,111,49,49,49,49,49,49,,,,21,0.999998999,999000.4998,6,5.999565923
2,3,220,112,48,49,48,49,49,49,,,,32,0.999998001,500149.645,4,5.699100399
2,3,220,112,48,49,49,48,48,49,,,,32,0.999998,500049.8049,3,5.699013696
2,3,220,112,48,49,49,49,48,49,,,,32,0.999998001,500149.645,4,5.699100399
2,3,220,112,48,49,49,48,49,48,,,,32,0.999998599,713776.2914,3,5.853562423
2,3,220,112,48,49,49,48,49,49,,,,32,0.999998998,998204.925,4,5.999219926
2,3,220,112,48,49,49,49,49,49,,,,32,0.999998999,998602.8539,5,5.99939302
2,3,220,112,49,48,48,49,48,49,,,,32,0.999998599,713776.2913,3,5.853562423
2,3,220,112,49,49,48,49,48,49,,,,32,0.9999986,714285.4182,4,5.853872088
2,3,220,112,49,48,48,49,49,49,,,,32,0.999998998,998204.9261,4,5.999219926
2,3,220,112,49,49,48,49,49,49,,,,32,0.999998999,999200.9379,5,5.99965305
2,3,220,112,49,48,49,48,48,49,,,,32,0.999998,500049.8049,3,5.699013696
2,3,220,112,49,48,49,49,48,49,,,,32,0.999998998,998204.9257,4,5.999219926
2,3,220,112,49,49,49,48,48,49,,,,32,0.999998999,998802.5333,4,5.999479853
2,3,220,112,49,49,49,49,48,49,,,,32,0.999998999,999200.9373,5,5.99965305
2,3,220,112,49,48,49,48,49,49,,,,32,0.999998001,500149.6451,4,5.699100399
2,3,220,112,49,48,49,49,49,49,,,,32,0.999998999,998602.853,5,5.99939302
2,3,220,112,49,49,49,48,49,48,,,,32,0.9999986,714285.4188,4,5.853872089
2,3,220,112,49,49,49,48,49,49,,,,32,0.999998999,999200.9388,5,5.999653051
2,3,220,112,49,49,49,49,49,49,,,,32,0.999999,999599.6608,6,5.999826317
2,3,220,113,48,49,48,49,49,49,,,,37,0.999998001,500199.63,4,5.6991438
2,3,220,113,48,49,49,48,48,49,,,,37,0.999998001,500149.6951,3,5.699100443
2,3,220,113,48,49,49,49,48,49,,,,37,0.999998001,500199.63,4,5.6991438
2,3,220,113,48,49,49,48,49,48,,,,37,0.999998799,832639.9376,3,5.920457499
2,3,220,113,48,49,49,48,49,49,,,,37,0.999998999,998603.0514,4,5.999393106
2,3,220,113,48,49,49,49,49,49,,,,37,0.999998999,998802.1341,5,5.999479679
2,3,220,113,49,48,48,49,48,49,,,,37,0.999998799,832639.9377,3,5.920457499
2,3,220,113,49,49,48,49,48,49,,,,37,0.9999988,833332.972,4,5.920818826
2,3,220,113,49,48,48,49,49,49,,,,37,0.999998999,998603.0525,4,5.999393107
2,3,220,113,49,49,48,49,49,49,,,,37,0.999999,999600.0599,5,5.999826491
2,3,220,113,49,48,49,48,48,49,,,,37,0.999998001,500149.6951,3,5.699100443
2,3,220,113,49,48,49,49,48,49,,,,37,0.999998999,998603.0525,4,5.999393107
2,3,220,113,49,49,49,48,48,49,,,,37,0.999998999,999400.6581,4,5.999739848
2,3,220,113,49,49,49,49,48,49,,,,37,0.999999,999600.0583,5,5.99982649
2,3,220,113,49,48,49,48,49,49,,,,37,0.999998001,500199.6301,4,5.6991438
2,3,220,113,49,48,49,49,49,49,,,,37,0.999998999,998802.1354,5,5.99947968
2,3,220,113,49,49,49,48,49,48,,,,37,0.9999988,833332.9722,4,5.920818826
2,3,220,113,49,49,49,48,49,49,,,,37,0.999999,999600.0608,5,5.999826491
2,3,220,113,49,49,49,49,49,49,,,,37,0.999999,999799.5439,6,5.999913152
2,3,220,122,48,49,48,49,49,48,,,,34,0.999998001,500169.6779,3,5.699117794
2,3,220,122,48,49,48,49,49,49,,,,34,0.999998001,500209.6283,4,5.699152481
2,3,220,122,48,49,49,49,48,49,,,,34,0.9999986,714407.7661,4,5.853946471
2,3,220,122,48,49,49,49,49,48,,,,34,0.999998999,999280.8969,4,5.999687802
2,3,220,122,48,49,49,49,49,49,,,,34,0.999998999,999440.3727,5,5.999757106
2,3,220,122,49,48,48,49,48,49,,,,34,0.9999986,714203.9582,3,5.853822557
2,3,220,122,49,49,48,49,48,49,,,,34,0.9999986,714407.7658,4,5.853946471
2,3,220,122,49,48,48,49,49,48,,,,34,0.9999986,714203.9582,3,5.853822557
2,3,220,122,49,48,48,49,49,49,,,,34,0.999998999,999041.5387,4,5.999583763
2,3,220,122,49,49,48,49,49,48,,,,34,0.999998999,999280.8969,4,5.999687802
2,3,220,122,49,49,48,49,49,49,,,,34,0.999998999,999440.3723,5,5.999757106
2,3,220,122,49,48,49,48,48,49,,,,34,0.999998001,500169.6779,3,5.699117794
2,3,220,122,49,48,49,49,48,49,,,,34,0.999998999,999280.8969,4,5.999687802
2,3,220,122,49,49,49,49,48,49,,,,34,0.999999,999679.9221,5,5.999861187
2,3,220,122,49,48,49,48,49,49,,,,34,0.999998001,500209.6283,4,5.699152481
2,3,220,122,49,48,49,49,49,48,,,,34,0.9999986,714407.7662,4,5.853946471
2,3,220,122,49,48,49,49,49,49,,,,34,0.999998999,999440.3732,5,5.999757106
2,3,220,122,49,49,49,49,49,48,,,,34,0.999999,999679.9227,5,5.999861187
2,3,220,122,49,49,49,49,49,49,,,,34,0.999999,999839.5264,6,5.999930519
2,3,220,123,48,49,48,49,49,48,,,,39,0.999998001,500209.6483,3,5.699152498
2,3,220,123,48,49,48,49,49,49,,,,39,0.999998001,500229.6258,4,5.699169843
2,3,220,123,48,49,49,48,48,49,,,,39,0.9999986,714346.6277,3,5.853909303
2,3,220,123,48,49,49,49,48,49,,,,39,0.9999986,714448.5578,4,5.853971268
2,3,220,123,48,49,49,48,49,48,,,,39,0.9999988,833138.823,3,5.920717633
2,3,220,123,48,49,49,48,49,49,,,,39,0.999998999,999320.7199,4,5.999705109
2,3,220,123,48,49,49,49,49,48,,,,39,0.999998999,999440.4528,4,5.999757141
2,3,220,123,48,49,49,49,49,49,,,,39,0.999999,999520.2105,5,5.999791797
2,3,220,123,49,48,48,49,48,49,,,,39,0.9999988,833138.8231,3,5.920717633
2,3,220,123,49,49,48,49,48,49,,,,39,0.9999988,833416.2304,4,5.920862214
2,3,220,123,49,48,48,49,49,48,,,,39,0.9999986,714346.6277,3,5.853909303
2,3,220,123,49,48,48,49,49,49,,,,39,0.999998999,999320.7208,4,5.99970511
2,3,220,123,49,49,48,49,49,48,,,,39,0.999999,999640.0688,4,5.999843873
2,3,220,123,49,49,48,49,49,49,,,,39,0.999999,999719.8586,5,5.999878536
2,3,220,123,49,48,49,48,48,49,,,,39,0.999998001,500209.6483,3,5.699152498
2,3,220,123,49,48,49,49,48,49,,,,39,0.999998999,999440.4529,4,5.999757141
2,3,220,123,49,49,49,48,48,49,,,,39,0.999999,999640.0697,4,5.999843873
2,3,220,123,49,49,49,49,48,49,,,,39,0.999999,999839.6862,5,5.999930588
2,3,220,123,49,48,49,48,49,49,,,,39,0.999998001,500229.6259,4,5.699169843
2,3,220,123,49,48,49,49,49,48,,,,39,0.9999986,714448.5578,4,5.853971268
2,3,220,123,49,48,49,49,49,49,,,,39,0.999999,999520.2098,5,5.999791797
2,3,220,123,49,49,49,48,49,48,,,,39,0.9999988,833416.2304,4,5.920862214
2,3,220,123,49,49,49,48,49,49,,,,39,0.999999,999719.8577,5,5.999878536
2,3,220,123,49,49,49,49,49,48,,,,39,0.999999,999839.6854,5,5.999930588
2,3,220,123,49,49,49,49,49,49,,,,39,0.999999,999919.5059,6,5.999965258
2,3,220,133,48,49,48,49,49,48,,,,44,0.999998001,500229.6359,3,5.699169852
2,3,220,133,48,49,48,49,49,49,,,,44,0.999998001,500239.6252,4,5.699178524
2,3,220,133,48,49,49,49,48,49,,,,44,0.9999988,833443.9869,4,5.920876678
2,3,220,133,48,49,49,49,49,48,,,,44,0.999999,999719.8977,4,5.999878553
2,3,220,133,48,49,49,49,49,49,,,,44,0.999999,999759.7983,5,5.999895886
2,3,220,133,49,48,48,49,48,49,,,,44,0.9999988,833305.2509,3,5.920804379
2,3,220,133,49,49,48,49,48,49,,,,44,0.9999988,833443.9872,4,5.920876678
2,3,220,133,49,48,48,49,49,48,,,,44,0.9999988,833305.2508,3,5.920804379
2,3,220,133,49,48,48,49,49,49,,,,44,0.999999,999560.1726,4,5.999809161
2,3,220,133,49,49,48,49,49,48,,,,44,0.999999,999719.8977,4,5.999878553
2,3,220,133,49,49,48,49,49,49,,,,44,0.999999,999759.7975,5,5.999895886
2,3,220,133,49,48,49,48,48,49,,,,44,0.999998001,500229.6359,3,5.699169852
2,3,220,133,49,48,49,49,48,49,,,,44,0.999999,999719.8982,4,5.999878554
2,3,220,133,49,49,49,49,48,49,,,,44,0.999999,999919.5862,5,5.999965292
2,3,220,133,49,48,49,48,49,49,,,,44,0.999998001,500239.6252,4,5.699178524
2,3,220,133,49,48,49,49,49,48,,,,44,0.9999988,833443.9863,4,5.920876678
2,3,220,133,49,48,49,49,49,49,,,,44,0.999999,999759.7968,5,5.999895886
2,3,220,133,49,49,49,49,49,48,,,,44,0.999999,999919.585,5,5.999965292
2,3,220,133,49,49,49,49,49,49,,,,44,0.999999,999959.5013,6,5.999982628
2,3,220,222,48,49,48,49,49,49,,,,27,0.9999986,714456.7166,4,5.853976227
2,3,220,222,48,49,49,49,48,49,,,,27,0.9999986,714456.7167,4,5.853976227
2,3,220,222,48,49,49,49,49,49,,,,27,0.999999,999775.7748,5,5.999902827
2,3,220,222,49,48,48,49,48,49,,,,27,0.9999986,714375.1685,3,5.853926654
2,3,220,222,49,49,48,49,48,49,,,,27,0.9999986,714456.7167,4,5.853976227
2,3,220,222,49,48,48,49,49,49,,,,27,0.999999,999616.0952,4,5.999833457
2,3,220,222,49,49,48,49,49,49,,,,27,0.999999,999775.7744,5,5.999902826
2,3,220,222,49,48,49,48,48,49,,,,27,0.9999986,714375.1684,3,5.853926654
2,3,220,222,49,48,49,49,48,49,,,,27,0.999999,999616.0952,4,5.999833457
2,3,220,222,49,49,49,49,48,49,,,,27,0.999999,999775.7746,5,5.999902826
2,3,220,222,49,48,49,48,49,49,,,,27,0.9999986,714456.7167,4,5.853976227
2,3,220,222,49,48,49,49,49,49,,,,27,0.999999,999775.7737,5,5.999902826
2,3,220,222,49,49,49,49,49,49,,,,27,0.999999,999935.505,6,5.999972206
2,3,220,223,48,49,48,49,49,49,,,,41,0.9999986,714473.0346,4,5.853986146
2,3,220,223,48,49,49,48,48,49,,,,41,0.9999986,714432.2567,3,5.853961359
2,3,220,223,48,49,49,49,48,49,,,,41,0.9999986,714473.0351,4,5.853986147
2,3,220,223,48,49,49,48,49,48,,,,41,0.9999988,833338.5444,3,5.92082173
2,3,220,223,48,49,49,48,49,49,,,,41,0.999999,999727.8772,4,5.99988202
2,3,220,223,48,49,49,49,49,49,,,,41,0.999999,999807.7287,5,5.999916707
2,3,220,223,49,48,48,49,48,49,,,,41,0.9999988,833338.5444,3,5.92082173
2,3,220,223,49,49,48,49,48,49,,,,41,0.9999988,833449.5383,4,5.920879571
2,3,220,223,49,48,48,49,49,49,,,,41,0.999999,999727.8778,4,5.99988202
2,3,220,223,49,49,48,49,49,49,,,,41,0.999999,999887.6232,5,5.99995141
2,3,220,223,49,48,49,48,48,49,,,,41,0.9999986,714432.2567,3,5.853961359
2,3,220,223,49,48,49,49,48,49,,,,41,0.999999,999727.8777,4,5.99988202
2,3,220,223,49,49,49,48,48,49,,,,41,0.999999,999807.7608,4,5.999916721
2,3,220,223,49,49,49,49,48,49,,,,41,0.999999,999887.6241,5,5.99995141
2,3,220,223,49,48,49,48,49,49,,,,41,0.9999986,714473.0351,4,5.853986147
2,3,220,223,49,48,49,49,49,49,,,,41,0.999999,999807.7289,5,5.999916707
2,3,220,223,49,49,49,48,49,48,,,,41,0.9999988,833449.5387,4,5.920879571
2,3,220,223,49,49,49,48,49,49,,,,41,0.999999,999887.6257,5,5.999951411
2,3,220,223,49,49,49,49,49,49,,,,41,0.999999,999967.5007,6,5.999986103
2,3,220,233,48,49,48,49,49,48,,,,46,0.9999986,714460.8046,3,5.853978712
2,3,220,233,48,49,48,49,49,49,,,,46,0.9999986,714481.1948,4,5.853991107
2,3,220,233,48,49,49,49,48,49,,,,46,0.9999988,833460.6419,4,5.920885357
2,3,220,233,48,49,49,49,49,48,,,,46,0.999999,999863.6705,4,5.999941006
2,3,220,233,48,49,49,49,49,49,,,,46,0.999999,999903.6049,5,5.999958351
2,3,220,233,49,48,48,49,48,49,,,,46,0.9999988,833405.1396,3,5.920856435
2,3,220,233,49,49,48,49,48,49,,,,46,0.9999988,833460.6419,4,5.920885357
2,3,220,233,49,48,48,49,49,48,,,,46,0.9999988,833405.1399,3,5.920856435
2,3,220,233,49,48,48,49,49,49,,,,46,0.999999,999823.7234,4,5.999923654
2,3,220,233,49,49,48,49,49,48,,,,46,0.999999,999863.6705,4,5.999941006
2,3,220,233,49,49,48,49,49,49,,,,46,0.999999,999903.6058,5,5.999958352
2,3,220,233,49,48,49,48,48,49,,,,46,0.9999986,714460.8044,3,5.853978712
2,3,220,233,49,48,49,49,48,49,,,,46,0.999999,999863.6705,4,5.999941006
2,3,220,233,49,49,49,49,48,49,,,,46,0.999999,999943.5589,5,5.999975704
2,3,220,233,49,48,49,48,49,49,,,,46,0.9999986,714481.1948,4,5.853991107
2,3,220,233,49,48,49,49,49,48,,,,46,0.9999988,833460.6419,4,5.920885357
2,3,220,233,49,48,49,49,49,49,,,,46,0.999999,999903.6044,5,5.999958351
2,3,220,233,49,49,49,49,49,48,,,,46,0.999999,999943.5584,5,5.999975704
2,3,220,233,49,49,49,49,49,49,,,,46,0.999999,999983.4996,6,5.999993051
2,3,220,333,48,49,48,49,49,49,,,,42,0.9999988,833466.1929,4,5.920888249
2,3,220,333,48,49,49,49,48,49,,,,42,0.9999988,833466.1933,4,5.920888249
2,3,220,333,48,49,49,49,49,49,,,,42,0.999999,999951.549,5,5.999979175
2,3,220,333,49,48,48,49,48,49,,,,42,0.9999988,833438.4414,3,5.920873788
2,3,220,333,49,49,48,49,48,49,,,,42,0.9999988,833466.1932,4,5.920888249
2,3,220,333,49,48,48,49,49,49,,,,42,0.999999,999911.603,4,5.999961825
2,3,220,333,49,49,48,49,49,49,,,,42,0.999999,999951.5494,5,5.999979175
2,3,220,333,49,48,49,48,48,49,,,,42,0.9999988,833438.4415,3,5.920873789
2,3,220,333,49,48,49,49,48,49,,,,42,0.999999,999911.6037,4,5.999961825
2,3,220,333,49,49,49,49,48,49,,,,42,0.999999,999951.549,5,5.999979175
2,3,220,333,49,48,49,48,49,49,,,,42,0.9999988,833466.193,4,5.920888249
2,3,220,333,49,48,49,49,49,49,,,,42,0.999999,999951.5512,5,5.999979176
2,3,220,333,49,49,49,49,49,49,,,,42,0.999999,999991.4988,6,5.999996525
2,3,230,111,48,49,48,49,49,49,,,,33,0.999999,999500.2506,4,5.999783125
2,3,230,111,48,49,49,49,48,49,,,,33,0.999999,999500.2498,4,5.999783124
2,3,230,111,48,49,49,49,49,49,,,,33,0.999999499,1994021.429,5,6.29972993
2,3,230,111,49,48,48,49,48,49,,,,33,0.999998999,998503.7403,3,5.999349914
2,3,230,111,49,49,48,49,48,49,,,,33,0.999999,999500.249,4,5.999783124
2,3,230,111,49,48,48,49,49,49,,,,33,0.999999498,1990059.154,4,6.298866095
2,3,230,111,49,49,48,49,49,49,,,,33,0.999999499,1994021.423,5,6.299729929
2,3,230,111,49,48,49,48,48,49,,,,33,0.999998499,666222.906,3,5.823619886
2,3,230,111,49,48,49,49,48,49,,,,33,0.999999498,1990059.152,4,6.298866095
2,3,230,111,49,49,49,49,48,49,,,,33,0.999999499,1994021.425,5,6.299729929
2,3,230,111,49,48,49,48,49,49,,,,33,0.9999985,666444.4628,4,5.82376429
2,3,230,111,49,48,49,49,49,49,,,,33,0.999999498,1992037.328,5,6.299297581
2,3,230,111,49,49,49,49,49,49,,,,33,0.999999499,1996007.493,6,6.300162276
2,3,230,112,48,49,48,49,49,49,,,,35,0.999999,1000099.711,4,6.000043519
2,3,230,112,48,49,49,48,48,49,,,,35,0.999999,999700.389,3,5.999870078
2,3,230,112,48,49,49,49,48,49,,,,35,0.999999,1000099.71,4,6.000043519
2,3,230,112,48,49,49,48,49,48,,,,35,0.999999099,1110248.441,3,6.045420368
2,3,230,112,48,49,49,48,49,49,,,,35,0.999999499,1994818.158,4,6.299903422
2,3,230,112,48,49,49,49,49,49,,,,35,0.999999499,1996408.759,5,6.300249575
2,3,230,112,49,48,48,49,48,49,,,,35,0.999999299,1426128.377,3,6.154158774
2,3,230,112,49,49,48,49,48,49,,,,35,0.9999993,1428163.29,4,6.154778018
2,3,230,112,49,48,48,49,49,49,,,,35,0.999999498,1993625.079,4,6.299643597
2,3,230,112,49,49,48,49,49,49,,,,35,0.999999499,1997603.975,5,6.300509502
2,3,230,112,49,48,49,48,48,49,,,,35,0.9999985,666622.0806,3,5.82388002
2,3,230,112,49,48,49,49,48,49,,,,35,0.999999498,1993625.083,4,6.299643598
2,3,230,112,49,49,49,48,48,49,,,,35,0.999999499,1996011.466,4,6.30016314
2,3,230,112,49,49,49,49,48,49,,,,35,0.999999499,1997603.975,5,6.300509502
2,3,230,112,49,48,49,48,49,49,,,,35,0.9999985,666710.792,4,5.823937811
2,3,230,112,49,48,49,49,49,49,,,,35,0.999999499,1994418.724,5,6.299816452
2,3,230,112,49,49,49,48,49,48,,,,35,0.9999991,1110864.247,4,6.045661185
2,3,230,112,49,49,49,48,49,49,,,,35,0.999999499,1996807.005,5,6.3003362
2,3,230,112,49,49,49,49,49,49,,,,35,0.9999995,1998400.781,6,6.300682699
2,3,230,113,48,49,48,49,49,49,,,,40,0.999999,1000299.69,4,6.000130351
2,3,230,113,48,49,49,48,48,49,,,,40,0.999999,1000099.91,3,6.000043605
2,3,230,113,48,49,49,49,48,49,,,,40,0.999999,1000299.691,4,6.000130352
2,3,230,113,48,49,49,48,49,48,,,,40,0.999999299,1427349.117,3,6.154530363
2,3,230,113,48,49,49,48,49,49,,,,40,0.999999499,1996409.557,4,6.300249749
2,3,230,113,48,49,49,49,49,49,,,,40,0.999999499,1997205.802,5,6.300422928
2,3,230,113,49,48,48,49,48,49,,,,40,0.999999399,1663618.417,3,6.22105385
2,3,230,113,49,49,48,49,48,49,,,,40,0.9999994,1666388.713,4,6.221776446
2,3,230,113,49,48,48,49,49,49,,,,40,0.999999499,1994816.567,4,6.299903075
2,3,230,113,49,49,48,49,49,49,,,,40,0.9999995,1998801.021,5,6.300769671
2,3,230,113,49,48,49,48,48,49,,,,40,0.9999985,666755.2454,3,5.823966767
2,3,230,113,49,48,49,49,48,49,,,,40,0.999999499,1994816.568,4,6.299903075
2,3,230,113,49,49,49,48,48,49,,,,40,0.9999995,1998003.499,4,6.300596353
2,3,230,113,49,49,49,49,48,49,,,,40,0.9999995,1998801.021,5,6.300769671
2,3,230,113,49,48,49,48,49,49,,,,40,0.9999985,666799.6155,4,5.823995666
2,3,230,113,49,48,49,49,49,49,,,,40,0.999999499,1995213.781,5,6.299989545
2,3,230,113,49,49,49,48,49,48,,,,40,0.9999993,1428367.285,4,6.154840047
2,3,230,113,49,49,49,48,49,49,,,,40,0.9999995,1998401.979,5,6.30068296
2,3,230,113,49,49,49,49,49,49,,,,40,0.9999995,1999199.826,6,6.300856314
2,3,230,122,48,49,48,49,49,48,,,,37,0.999999,1000179.853,3,6.000078319
2,3,230,122,48,49,48,49,49,49,,,,37,0.999999,1000339.697,4,6.00014772
2,3,230,122,48,49,49,49,48,49,,,,37,0.9999993,1428652.731,4,6.154926828
2,3,230,122,48,49,49,49,49,48,,,,37,0.999999499,1997923.738,4,6.300579016
2,3,230,122,48,49,49,49,49,49,,,,37,0.9999995,1998561.657,5,6.30071766
2,3,230,122,49,48,48,49,48,49,,,,37,0.9999993,1427837.51,3,6.154678939
2,3,230,122,49,49,48,49,48,49,,,,37,0.9999993,1428652.731,4,6.154926828
2,3,230,122,49,48,48,49,49,48,,,,37,0.9999991,1110913.658,3,6.045680502
2,3,230,122,49,48,48,49,49,49,,,,37,0.999999499,1996966.668,4,6.300370925
2,3,230,122,49,49,48,49,49,48,,,,37,0.999999499,1997923.735,4,6.300579015
2,3,230,122,49,49,48,49,49,49,,,,37,0.9999995,1998561.654,5,6.300717659
2,3,230,122,49,48,49,48,48,49,,,,37,0.9999985,666781.8846,3,5.823984118
2,3,230,122,49,48,49,49,48,49,,,,37,0.999999499,1997444.85,4,6.300474906
2,3,230,122,49,49,49,49,48,49,,,,37,0.9999995,1999040.601,5,6.300821723
2,3,230,122,49,48,49,48,49,49,,,,37,0.9999985,666817.3834,4,5.824007239
2,3,230,122,49,48,49,49,49,48,,,,37,0.9999991,1111160.194,4,6.045776871
2,3,230,122,49,48,49,49,49,49,,,,37,0.999999499,1997763.443,5,6.30054417
2,3,230,122,49,49,49,49,49,48,,,,37,0.9999995,1998721.281,5,6.300752345
2,3,230,122,49,49,49,49,49,49,,,,37,0.9999995,1999359.707,6,6.300891044
2,3,230,123,48,49,48,49,49,48,,,,42,0.999999,1000339.776,3,6.000147755
2,3,230,123,48,49,48,49,49,49,,,,42,0.999999,1000419.716,4,6.000182459
2,3,230,123,48,49,49,48,48,49,,,,42,0.9999993,1428408.131,3,6.154852466
2,3,230,123,48,49,49,49,48,49,,,,42,0.9999993,1428815.95,4,6.154976442
2,3,230,123,48,49,49,48,49,48,,,,42,0.9999993,1428204.329,3,6.154790497
2,3,230,123,48,49,49,48,49,49,,,,42,0.9999995,1998083.02,4,6.300613638
2,3,230,123,48,49,49,49,49,48,,,,42,0.9999995,1998561.975,4,6.300717729
