sma0,sma1,sma2,sma3,sma4,sma5,sma6,sma7,sma8,sma9,sma10,sma11,sma12,sma13,sma14,sma15,sma16,sma17,sma18,sma19,inc0,inc1,inc2,inc3,inc4,inc5,inc6,inc7,inc8,inc9,inc10,inc11,inc12,inc13,inc14,inc15,inc16,inc17,inc18,inc19,raan0,raan1,raan2,raan3,raan4,raan5,raan6,raan7,raan8,raan9,raan10,raan11,raan12,raan13,raan14,raan15,raan16,raan17,raan18,raan19,ta0,ta1,ta2,ta3,ta4,ta5,ta6,ta7,ta8,ta9,ta10,ta11,ta12,ta13,ta14,ta15,ta16,ta17,ta18,ta19,mean_resp,num_sats,avg_sma
7003837.925863344,7248880.365789978,6839413.884705491,7014849.59829233,6999937.515234581,6887140.581842525,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.109208162611111,1.4932705429758406,0.7040076991182582,0.6885485992993962,0.6572158434819939,0.5736827062158557,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.513040895871761,1.6325190604653945,4.031608665387318,6.05705287175656,3.3642138227238747,2.2807335112817433,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.9745597535741517,4.469701373299195,1.5093605917283321,4.763408414212169,5.459041655852168,3.736716242871559,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4976.785203988919,6.0,6999009.978621375,0.0
6828257.25952791,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.5382798033308918,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.209162631252344,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.5332894022090456,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27415.68659828942,1.0,6828257.25952791,0.0
6828257.25952791,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.5382798033308918,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.209162631252344,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.5332894022090456,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27415.68659828942,1.0,6828257.25952791,0.0
6803139.448000529,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.5290758125414338,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.132751276863377,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.212620602530119,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29206.162187624293,1.0,6803139.448000529,0.0
6882221.977930155,7359674.04834616,7320364.166197573,7014009.512145428,7000213.641091047,6887671.612889051,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.6856755390266923,0.7116588942551805,0.744305834962639,0.6885485992993962,0.5903353492650598,0.9039035868368642,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.1026506811786816,4.440141690298471,5.280495194351776,6.234982584813578,3.363032751187824,2.2807335112817433,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.0601366544336943,4.680774186811609,3.7243658217609914,4.670386664076688,5.459041655852168,3.736716242871559,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3788.2910709432563,6.0,7077359.159766569,0.0
7334664.710842378,7223640.603627135,7105925.951627496,7278919.813868187,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.6023180740255978,1.247270352585053,0.6043545471014063,1.019477418963745,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.2894855652099717,5.478821037921769,1.1887311766092514,4.602010254532276,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.0542196116337426,5.561091491424258,5.114986161711611,2.4193961994661044,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5196.213969779481,4.0,7235787.769991299,0.0
6824580.657820966,7224136.635478837,6784975.101382057,7073362.59031373,6941317.957235391,7218827.722400199,6870161.888270492,7074023.354451315,6873777.540374254,null,null,null,null,null,null,null,null,null,null,null,1.7401788078059082,1.2428463656840318,1.5836486095472229,0.801349793299625,0.5878700591585452,0.6506164308246455,0.9432823295796587,0.7791215313831579,0.6108599748865031,null,null,null,null,null,null,null,null,null,null,null,3.9103788485455637,5.916453632394967,2.4783755818286326,1.2228538477418172,3.1295182872807787,1.9624129835540185,3.227847751021737,5.996022460559017,5.577567582375474,null,null,null,null,null,null,null,null,null,null,null,2.090508398876625,3.840876640223396,3.69572419181578,5.402115658041803,6.077757752333886,2.8284519004695245,0.6957795697261548,0.5547345027961388,2.8613144837825564,null,null,null,null,null,null,null,null,null,null,null,3643.8303612756176,9.0,6987240.383080805,0.0
6853009.91483418,6820913.70379999,7074350.759723454,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.044679361741443,0.8620665220759145,0.6204236847523761,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.5904810642693197,4.800898277437333,0.6123791480978249,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.9757411762491515,0.48726121816449786,2.6686768120924613,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11988.608459966534,3.0,6916091.459452542,0.0
6993148.980504319,7045472.941486019,7174394.793667394,7229099.263841286,6825160.920784811,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.7088179839416177,1.6556287778694023,0.6798781715583699,1.5469316769425556,0.5408562063982147,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.9170220645485365,1.6489708225934752,2.289903540613847,5.199506748497759,4.0842202293480225,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.825011793644495,1.8560844585328808,3.7602680276317404,3.6541212624250075,2.0459808718544066,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5420.834300188713,5.0,7053455.380056766,0.0
7259591.301191266,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.5935149696139177,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.13938154260543,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.126773575104188,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20385.70827184182,1.0,7259591.301191266,0.0
7174355.775511093,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.6132406445205922,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.006967888756035,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.5389337293376677,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21150.158958589884,1.0,7174355.775511093,0.0
7259591.301191266,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.7012659230688121,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.9369592951144585,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.126773575104188,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19839.24355342713,1.0,7259591.301191266,0.0
7174355.775511093,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.6132406445205922,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.006967888756035,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.5389337293376677,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21150.158958589884,1.0,7174355.775511093,0.0
6862173.601659417,6839539.069430155,7347160.883822517,7235813.315580675,7262758.741102805,7162521.178886672,7117949.560565208,6886069.053580416,7200052.53515765,6970676.3965107,7324679.463004771,6862604.094922151,6954386.606194988,6833320.727687858,null,null,null,null,null,null,1.1616904519876967,0.6098958577310852,0.7114805106289155,0.5885986024830587,1.109208162611111,1.333768289611219,0.5815648969316957,1.041402837400896,1.2504189808559136,0.6050667383991211,0.6497900066589086,0.5606491913627925,1.1661669378457857,1.109208162611111,null,null,null,null,null,null,4.946795825225039,3.996955995310091,5.967851575581431,2.572949809588427,2.656110149038927,4.208123108845239,4.004407698307743,6.259950361574723,5.955054981484119,0.7256004889465982,3.3113419643733586,5.3219243065954736,0.44552118806217833,4.583479922049733,null,null,null,null,null,null,0.23522528763006623,2.8592518026484077,5.952843888075808,1.0608273238093466,5.602018754535904,0.7965028821972298,6.17351056509143,5.368961955655408,2.8830318496525513,4.337512275522348,2.8467922192987665,4.516085162881172,2.277822083217132,2.329024577546908,null,null,null,null,null,null,1984.4373280977688,14.0,7061407.5162932845,0.0
