sma0,sma1,sma2,sma3,sma4,sma5,sma6,sma7,sma8,sma9,sma10,sma11,sma12,sma13,sma14,sma15,sma16,sma17,sma18,sma19,inc0,inc1,inc2,inc3,inc4,inc5,inc6,inc7,inc8,inc9,inc10,inc11,inc12,inc13,inc14,inc15,inc16,inc17,inc18,inc19,raan0,raan1,raan2,raan3,raan4,raan5,raan6,raan7,raan8,raan9,raan10,raan11,raan12,raan13,raan14,raan15,raan16,raan17,raan18,raan19,ta0,ta1,ta2,ta3,ta4,ta5,ta6,ta7,ta8,ta9,ta10,ta11,ta12,ta13,ta14,ta15,ta16,ta17,ta18,ta19,mean_resp,num_sats,avg_sma
6805144.674092186,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.5287594454346212,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.127575067861499,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.986858807052662,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29086.100009667258,1.0,6805144.674092186,0.0
6779386.542360454,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.9707257008186317,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.599840232890074,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.1930783831005987,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,52013.62524300954,1.0,6779386.542360454,0.0
7003837.925863344,7007803.614876481,6840243.521000416,6840438.281774662,6993239.066706116,7313603.431013232,6976456.5765702585,6851688.989769475,7032690.4934766125,6883639.126103831,6812968.912488296,7250743.654103631,6869541.745256655,6990227.240216247,7274866.792079253,7222841.676567804,7051336.259783352,7123002.410252105,null,null,0.624242895335378,1.4955833948469759,0.7040076991182582,1.1901473594076815,0.6016869941862519,0.5670992901750189,0.5799202524265413,1.2274105724630353,1.1831362594251895,1.4417900581280767,0.6829733295105698,0.6827237004739234,0.6642789181585333,0.5775125911355398,0.6799435482850806,0.855246658274753,0.6043166006385859,1.109208162611111,null,null,3.4980089351713213,1.6325190604653945,4.023555936478454,1.94878378392066,2.6067856411061934,1.834439041946557,5.872267430478684,1.0274916743302376,1.9473166025296527,0.16642055759079374,0.1386979007039512,1.3438796590369857,2.6946717460320313,0.8783050172967505,2.3042331854341582,5.593213585318616,3.1223486326514935,4.837113627566993,null,null,3.9745597535741517,4.4472784977184485,1.5093605917283321,4.986086977715585,2.9505567536034647,4.6097656681500325,1.1953182194963057,0.7746913338946243,5.003446425033917,5.319274488053755,0.9323657542684252,4.572665241609849,4.151882762408459,2.051556408703952,0.8613684873453008,5.801000403707623,1.3594780261460087,0.3617997664241228,null,null,1568.8567103000116,18.0,7018842.762105654,0.0
6824750.962001936,7225601.178685187,6780509.831975842,6966994.106248859,6843943.933227629,7018803.470331576,6886107.746175872,6931121.019394945,6882922.674320455,null,null,null,null,null,null,null,null,null,null,null,1.7401788078059082,0.8649699746365549,0.8624045429814682,1.5892988164462125,0.5877556518218312,0.5916355280900597,0.9460350324140807,0.5973981793492034,0.8672392756857359,null,null,null,null,null,null,null,null,null,null,null,1.7089279877852996,1.5558772795024893,5.354906626618908,4.070197046614707,3.253629353988928,1.9421724217483107,6.26610675280811,1.705088254147339,3.617627554034731,null,null,null,null,null,null,null,null,null,null,null,1.9974430560690075,3.840876640223396,3.69572419181578,1.3576922986651145,4.48466032052072,3.1297217494164666,1.7225550930915574,2.887672064999791,1.659092954662956,null,null,null,null,null,null,null,null,null,null,null,4305.3350013673635,9.0,6928972.769151367,0.0
7003837.925863344,7007803.614876481,6840243.521000416,6840438.281774662,6813283.697805673,6798182.242080314,6976456.5765702585,6791339.919816421,7343201.851011601,6909266.135963722,6810108.731678473,7250743.654103631,6869541.745256655,6990227.240216247,7274866.792079253,7222841.676567804,7051336.259783352,7123002.410252105,null,null,0.624749022126379,1.4955833948469759,0.7326901649186969,1.1901473594076815,0.5891007967790914,0.5670992901750189,0.5799202524265413,1.027695505212107,0.6346361273547498,1.4417900581280767,0.6829733295105698,0.6827237004739234,0.6642789181585333,0.5775125911355398,0.6799435482850806,0.855246658274753,0.6043166006385859,1.109208162611111,null,null,3.4980089351713213,1.7442593002629279,5.488371216119929,1.94878378392066,2.530315332226306,1.834439041946557,5.872267430478684,1.0274916743302376,1.9473166025296527,5.726864983874717,0.1386979007039512,1.3438796590369857,2.6946717460320313,0.8783050172967505,2.3042331854341582,5.593213585318616,3.1223486326514935,4.837113627566993,null,null,5.41918861932273,4.543437188600986,1.5105379767862277,4.986086977715585,5.866637206303199,2.6096681267544586,1.1293861264540275,0.7746913338946243,5.003446425033917,5.362663240736508,4.200089980451622,4.572665241609849,4.151882762408459,2.051556408703952,0.8613684873453008,5.801000403707623,1.3594780261460087,0.3617997664241228,null,null,1761.1078405006508,18.0,6995373.45981669,0.0
7337092.675886418,6930962.614165192,6813130.298328179,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.31591501423333,0.9390224475325754,0.6054910822342116,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.1093408528255886,2.8348730611137514,1.6380710582811253,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.8693188416616269,3.704558154947632,3.0844012304150357,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10117.260733312649,3.0,7027061.862793263,0.0
6827112.605075135,7320033.086033132,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.6154942580854983,0.8239712886720796,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.9022264631484342,3.3953472315721998,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.44674460230142765,2.1449149723931096,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11757.331124572078,2.0,7073572.845554134,0.0
6779488.182289389,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.5773638245131915,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.194539677968335,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.2312121422574136,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31672.775327171923,1.0,6779488.182289389,0.0
7220493.666604051,7033140.558687662,7167103.287150813,7346173.053069682,7081916.663448339,6865417.658767623,7272751.474353782,7337290.921710621,7234133.2743687555,null,null,null,null,null,null,null,null,null,null,null,1.0239110715887865,0.66993549691612,0.8461772040982348,1.109208162611111,1.2962441882383091,0.8427182121425978,0.9432823295796587,0.5376417352540508,0.7410961766863156,null,null,null,null,null,null,null,null,null,null,null,1.722600883897826,2.6069882420251353,1.299817720327925,1.2451117806071748,2.439519757816964,1.9823618858034902,0.36471804632793947,0.9065453372310459,3.429946254909867,null,null,null,null,null,null,null,null,null,null,null,5.292726526351196,3.944667143495547,3.666540093457627,1.9004558958424924,4.350133651878896,2.720300861822198,1.4122020094185805,0.6410892315102605,5.195814748917079,null,null,null,null,null,null,null,null,null,null,null,2932.7645792730987,9.0,7173157.839795703,0.0
6856570.202918755,6921999.477416341,6813130.298328179,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.31591501423333,0.6749588336692354,0.6054910822342116,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.102619627538321,2.8348730611137514,1.650172823566577,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.13765567729875794,3.704558154947632,3.0844012304150357,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13142.58718674548,3.0,6863899.992887759,0.0
6945577.165168205,7147163.936395914,6893760.827539109,6946386.840059655,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.643052613346275,1.420497333854449,0.8072472603659868,0.7291723956325129,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.3928219347223334,1.551216243088747,2.2127719382698965,0.4377238112215205,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.224756783841441,4.432451060262565,5.086807142248661,5.319308378637309,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7997.641674128865,4.0,6983222.1922907205,0.0
7360599.692924609,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.6307043532783878,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.243320953959442,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.50395116337236,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19188.801468483438,1.0,7360599.692924609,0.0
6906202.861030261,7170016.259538775,7163492.378071136,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.5679742912743584,0.8680139611932862,0.6035076071060442,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.2377502496463495,4.551586705038924,1.131436335406201,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.685964413319934,3.7126809398874974,5.296979291129742,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9405.359740477608,3.0,7079903.832880057,0.0
7225289.087841363,6920593.195755307,7142669.462522708,6968719.799337365,6935662.50642056,7317697.61653234,6930667.918005449,7304017.814924821,7145665.144231277,7116483.945504393,7297075.722798189,7226238.1230338095,7035679.152889103,6862817.860900923,7186031.287646271,7268932.353434662,7079985.802056879,7317950.275140253,7119611.107716446,null,0.5760359373408441,0.5997793952991308,1.2543827067890467,0.9802823776804279,0.8512789705733996,0.6637989792125317,0.9889241908783342,1.4203520331548105,0.811522668035247,1.3249261389986278,1.6951866265630375,0.6289350847400458,1.109208162611111,0.616681236031622,0.5965389200727655,1.016516529908714,1.297966351928936,0.6115950360261683,1.1707605472982068,null,0.441830326772305,6.208130273152508,4.904145378437861,5.907784031624108,3.2643960613424015,3.0859048767923394,0.9791977012193841,3.371859145170113,4.686240616543275,0.6998239043448078,2.1198088338722463,1.7304080394841959,2.8221413354772404,4.730176227585752,5.0150631500286655,3.7708853833216525,5.7859480555767355,4.01464232360343,5.875337331915995,null,2.6991660971741336,0.051571217860446876,4.91091863394475,5.787028042322838,3.086909956673859,2.590729721728291,3.4582644314175885,4.174630949296205,2.0836464307673057,4.011790974126738,0.5570039094365664,3.455254945378737,5.423479321127035,0.41560810263418446,5.547013638393792,1.4925801082795305,6.0652280802495575,4.186141724781832,5.9693088343172,null,1298.7676256204372,19.0,7126409.904036427,0.0
6849992.905711599,7363984.825149093,6788531.035067354,6893876.6111846715,6895373.150251146,7141408.3898938345,6937102.765990064,6926395.339233222,7320931.516607646,7058944.026834136,null,null,null,null,null,null,null,null,null,null,0.6188662501986444,0.6389378812270108,0.5432813772050893,1.6806352495879942,0.7014258995694655,0.605479101757657,0.6822489956655284,0.5479830462542444,0.6884756113052652,0.9445346277112092,null,null,null,null,null,null,null,null,null,null,0.8863093233146062,0.18943051892976348,0.9306081531362252,1.9355815484808678,1.1843014931411362,1.6173893755053514,3.581310534464352,2.042048342118853,4.469832148684571,2.7309979239181557,null,null,null,null,null,null,null,null,null,null,0.44674460230142765,2.5067247653061338,3.7925114596480025,3.7418728608233396,3.6881757334426144,4.564087672759559,3.870782890007188,0.632281758098366,5.852763271132358,3.9716460271413263,null,null,null,null,null,null,null,null,null,null,2593.5287176097163,10.0,7017654.056592276,0.0
7256411.87968817,6924499.768815524,7075301.368681912,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.328149520746583,0.8289325852542603,0.8048611302218307,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.572633073432598,3.1211646941065054,1.6105185065010073,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.668832435820417,3.751479192843041,0.5087657430287988,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9260.195386208892,3.0,7085404.339061868,0.0
6881271.369652697,7359674.04834616,7320364.166197573,7014974.697557861,7000213.641091047,6887671.612889051,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.6816144353216221,0.7116588942551805,0.744305834962639,0.6763178592185293,0.5903353492650598,0.9039035868368642,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.1026506811786816,4.440141690298471,5.280495194351776,6.079612038616975,3.363032751187824,2.2807335112817433,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.0601366544336943,4.680774186811609,3.7243658217609914,4.692325662858868,5.459041655852168,3.736716242871559,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3787.9488847840494,6.0,7077361.5892890645,0.0
7257895.624544981,7063130.5551834805,7074350.759723454,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.6428428026868175,0.9709527237035598,0.800800026516754,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.0003714087838755,3.0041686017469256,1.6105185065010073,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.0480542012694858,4.061214604926142,0.5087657430287988,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7878.654415571084,3.0,7131792.313150639,0.0
6978077.289327906,6786367.57653781,6810099.491324062,7014849.59829233,6999937.515234581,6779265.573928356,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.6869220699422134,0.8048346885320374,1.4497602969870786,0.6826875693805803,0.5956919537353031,1.109208162611111,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.6395405835479961,4.440141690298471,5.33277160114659,5.619297241855691,3.358993584220875,2.5041423145419666,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.970387284669001,4.6375329503603115,5.2938488146298175,5.085988716193981,5.459041655852168,3.7384551203555847,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5520.507651677777,6.0,6894766.174107508,0.0
6862173.601659417,6839539.069430155,7347160.883822517,7235813.315580675,7262758.741102805,7162521.178886672,7146046.839681701,6886069.053580416,7200052.53515765,6970676.3965107,7324679.463004771,6862604.094922151,6954386.606194988,6833320.727687858,null,null,null,null,null,null,1.1616904519876967,0.6098958577310852,0.7114805106289155,0.5885986024830587,1.109208162611111,1.333768289611219,0.5815648969316957,1.041402837400896,1.2504189808559136,0.6050667383991211,0.6497900066589086,0.5606491913627925,1.1661669378457857,1.109208162611111,null,null,null,null,null,null,4.946795825225039,3.996955995310091,5.967851575581431,2.572949809588427,2.656110149038927,4.208123108845239,4.006291343966473,6.259950361574723,5.955054981484119,0.7256004889465982,3.3113419643733586,5.3219243065954736,0.44552118806217833,4.583479922049733,null,null,null,null,null,null,0.23522528763006623,2.8592518026484077,5.952843888075808,1.0608273238093466,5.602018754535904,0.7965028821972298,1.0531786449704907,5.368961955655408,2.8830318496525513,4.337512275522348,2.8467922192987665,4.516085162881172,2.277822083217132,2.329024577546908,null,null,null,null,null,null,1977.5040585074903,14.0,7063414.464801606,0.0
7225289.087841363,6920593.195755307,7142669.462522708,6968719.799337365,6935662.50642056,7317697.61653234,6930667.918005449,7304017.814924821,7145665.144231277,7116483.945504393,7297075.722798189,7226238.1230338095,7035679.152889103,6862817.860900923,7186031.287646271,7268932.353434662,7079985.802056879,7317950.275140253,7119611.107716446,null,0.5760359373408441,0.5997793952991308,1.2543827067890467,0.9802823776804279,0.8512789705733996,0.6637989792125317,0.9889241908783342,1.4203520331548105,0.811522668035247,1.3249261389986278,1.6951866265630375,0.6289350847400458,1.109208162611111,0.616681236031622,0.5965389200727655,1.016516529908714,1.297966351928936,0.6115950360261683,1.1707605472982068,null,0.441830326772305,6.208130273152508,4.904145378437861,5.907784031624108,3.2643960613424015,3.0859048767923394,0.9791977012193841,3.371859145170113,4.686240616543275,0.6998239043448078,2.1198088338722463,1.7304080394841959,2.8221413354772404,4.730176227585752,5.0150631500286655,3.7708853833216525,5.7859480555767355,4.01464232360343,5.875337331915995,null,2.6991660971741336,0.051571217860446876,4.91091863394475,5.787028042322838,3.086909956673859,2.590729721728291,3.4582644314175885,4.174630949296205,2.0836464307673057,4.011790974126738,0.5570039094365664,3.455254945378737,5.423479321127035,0.41560810263418446,5.547013638393792,1.4925801082795305,6.0652280802495575,4.186141724781832,5.9693088343172,null,1298.7676256204372,19.0,7126409.904036427,0.0
7245004.671438228,7363984.825149093,7230770.027450117,6932387.138515437,6900773.513853509,7141408.3898938345,7070346.117803433,7168787.754882782,7322185.830317645,6935972.815029473,7175690.665235732,7049810.157945732,null,null,null,null,null,null,null,null,0.8469449937985695,0.6389378812270108,0.6978873024333788,0.9110472088785074,0.7284705273785532,0.605479101757657,1.2370348219867258,1.427675158271882,0.7249964001843439,1.6863157801842523,0.7724508556465156,1.109208162611111,null,null,null,null,null,null,null,null,5.248987156976843,0.18943051892976348,0.9306081531362252,1.9021952965329452,1.8458675295121332,2.9658270067199255,2.134283751924599,2.754823014189335,4.070350228800665,1.448489837525988,3.061036634904879,5.561540400753129,null,null,null,null,null,null,null,null,0.48532821447657215,2.5067247653061338,5.961332454109483,3.739677590982795,0.16765861469514823,4.564087672759559,1.47403995050185,1.05183111160399,4.265594845790726,2.772710252315645,4.546411120372869,2.1628661937486737,null,null,null,null,null,null,null,null,2082.9353324208187,12.0,7128093.492292918,0.0
6910674.24626314,6950485.358146809,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.57375396505028,0.7985222868934022,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.2618122247631736,4.156526012762003,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.1327501727599,0.7891024715355394,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13753.524419041538,2.0,6930579.802204974,0.0
6882932.968003414,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.5330061053261834,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.1154932873694943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.400789950596151,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25412.57523234955,1.0,6882932.968003414,0.0
6897786.648148324,7012110.864088635,6822346.000362431,6876963.73048183,7009544.112906812,6781069.138554101,7325414.623394766,7121043.897713939,6850800.727798542,6946341.192774691,7083233.524336016,6802073.818370343,6868773.995579201,6820146.782848339,null,null,null,null,null,null,1.3188511934112972,0.8479992084049945,1.4930399926685216,0.878985933980229,0.9238188771831011,1.398318193915212,0.6840838585203306,0.5247054496192737,0.5844130002559125,0.8603679701898725,1.4442724187816673,0.600055460270301,1.109208162611111,1.109208162611111,null,null,null,null,null,null,4.001706994274082,0.9632901720812606,2.0246928529180113,2.3644614247517226,2.923118179346227,1.7799139021115,4.789050848555334,4.09954201135313,4.7621827141953075,0.7256004889465982,2.824190755240857,5.322508845262575,0.49566417589284073,4.597330559133458,null,null,null,null,null,null,4.191737296658149,3.7182071486755364,0.8734282103656081,3.2354019050527336,2.76208786380778,5.711993357419824,4.933478451204169,0.7637841495662079,5.097281570857487,4.337512275522348,1.1481523303229577,4.60372866502221,4.153197176766037,2.0011125634527986,null,null,null,null,null,null,3246.3863018350994,14.0,6944117.789811283,0.0
