input0,Science,Cost
0001000000010100000000000,0.235185703125,1324.7468458523563
1000010000011101000000010,0.7093999739583333,3636.2080850441853
0000001000010000000000000,0.17117528645833335,1418.9381725228727
0100001000101000000000010,0.7024208072916667,2669.973439432765
0001000000010000000100010,0.235185703125,1607.5588896666138
1010001000000010000000000,0.48254580729166663,1950.89126012987
0000000000001000110000010,0.5129857854166667,1004.3591714448002
1101000000000000000000000,0.49596777421875005,2003.8101327997733
1001000000000001001000000,0.6799999999999999,1948.1676889277796
0000100000000100100100011,0.39349666666666666,1732.1744822287474
0100000100000000000000000,0.34882881692708334,910.3971583577188
0100000010001100001000000,0.37669340026041664,1789.2982667557178
0010000100001100000001010,0.51835890625,1494.216592899099
0000100000011000100011000,0.7015603645833334,2541.181557022139
0001001000000000000000000,0.235185703125,1059.521839287152
1000001000010000101000000,0.5650291145833334,2952.021704115764
0000000110011000010000000,0.3940637260416667,1376.1228951155608
0000000001000000001001000,0.3795380729166667,1045.8350480305605
0000000000100010110000000,0.7015603645833334,1532.8429445646545
0010000100000000000000000,0.3385791666666667,382.6541071598384
1000100000000010000000100,0.5236875000000001,1512.3188475470938
0000000010010110000000100,0.3813542447916667,1706.8521182048482
0000100000000000100000000,0.3423505729166667,744.2717451232463
1000010000100000000001000,0.6804666145833334,2986.3732114741297
0000100100010000010000000,0.3619065364583333,1362.429505957598
0000001010000000000000100,0.3813542447916667,1195.9023576473878
0000111000000000000100001,0.6464833072916667,2498.959702649644
0010000000110000000001001,0.7116749479166666,2457.592873956068
0000010000011000011001000,0.7294249479166667,2455.985045712144
0000010010000000000000011,0.6566666666666667,1600.8675579031526
0000000000010000001000000,0.2118523697916667,1002.3070059667436
0000010000000001010000000,0.6475520833333333,1541.5520968097471
0000000000000000000101010,0.3795380729166667,948.8618197012553
1101000000000000000000100,0.54771777421875,2191.3761413207844
0000000000000101000001000,0.7106749479166667,1393.1598880364793
0010000100010000100010100,0.7178624479166666,2236.2457118402294
0000000011100000011000100,0.6805986979166667,1922.9003336452847
0000000000100000100000001,0.6734874479166667,1555.244983492312
0000001000000000010000000,0.3534896614583333,906.6449818817256
0000001000100001001000100,0.7024208072916667,2551.118071806092
0000000000000100000000000,0.13223135416666668,338.1212270087701
0000000010010000100000000,0.3795380729166667,1501.3276640749461
0000000100000100000000000,0.3501416666666667,529.4482805886894
1000000000010000001000000,0.4885249739583333,1850.5406059888592
1000000011000000001000101,0.5343130208333333,2028.3925684410215
0100000000000000000000000,0.11932858776041669,719.0701047777997
0000000000001000000000000,0.3222770833333333,191.0082263821647
0000110000100010110100100,0.7518728645833334,3604.008865127844
0100000000000000100001100,0.4851212020833334,1690.419395883262
0010000100000000100110000,0.7283835416666666,1620.1793665103287
1000100000000001100101100,0.76228953125,2764.839685111802
0100000011011010000000000,0.4185434135416667,2975.7910556650518
0000000010000000000000000,0.13223135416666668,340.4517345093525
0000101000100100010100000,0.7234629947916666,2464.176509873374
0010000001010000000001100,0.5014232854166667,1685.5411326937917
