input0,Science,Cost
0001000000010100000000000,0.22419808333333335,1324.7468458523563
1000010000011101000000010,0.6900266388888889,3636.2080850441853
0000001000010000000000000,0.15592030555555558,1418.9381725228727
0100001000101000000000010,0.6825821944444446,2669.973439432765
0001000000010000000100010,0.22419808333333335,1607.5588896666138
1010001000000010000000000,0.4700488611111111,1950.89126012987
0000000000001000110000010,0.4805181711111112,1004.3591714448002
1101000000000000000000000,0.48436562583333337,2003.8101327997733
1001000000000001001000000,0.6586666666666667,1948.1676889277796
0000100000000100100100011,0.3663964444444445,1732.1744822287474
0100000100000000000000000,0.32541740472222225,910.3971583577188
0100000010001100001000000,0.35513962694444445,1789.2982667557178
0010000100001100000001010,0.4862495000000001,1494.216592899099
0000100000011000100011000,0.6816643888888889,2541.181557022139
0001001000000000000000000,0.22419808333333335,1059.521839287152
1000001000010000101000000,0.5448310555555557,2952.021704115764
0000000110011000010000000,0.3736679744444445,1376.1228951155608
0000000001000000001001000,0.3515072777777778,1045.8350480305605
0000000000100010110000000,0.6816643888888889,1532.8429445646545
0010000100000000000000000,0.31448444444444446,382.6541071598384
1000100000000010000000100,0.5051333333333333,1512.3188475470938
0000000010010110000000100,0.3601111944444445,1706.8521182048482
0000100000000000100000000,0.31184061111111117,744.2717451232463
1000010000100000000001000,0.659164388888889,2986.3732114741297
0000100100010000010000000,0.3393669722222223,1362.429505957598
0000001010000000000000100,0.3601111944444445,1195.9023576473878
0000111000000000000100001,0.6229155277777778,2498.959702649644
0010000000110000000001001,0.6924532777777779,2457.592873956068
0000010000011000011001000,0.7113866111111111,2455.985045712144
0000010010000000000000011,0.6337777777777778,1600.8675579031526
0000000000010000001000000,0.1993091944444445,1002.3070059667436
0000010000000001010000000,0.6240555555555556,1541.5520968097471
0000000000000000000101010,0.3515072777777778,948.8618197012553
1101000000000000000000100,0.5307656258333334,2191.3761413207844
0000000000000101000001000,0.6913866111111111,1393.1598880364793
0010000100010000100010100,0.6990532777777778,2236.2457118402294
0000000011100000011000100,0.6593052777777779,1922.9003336452847
0000000000100000100000001,0.6517199444444446,1555.244983492312
0000001000000000010000000,0.3303889722222223,906.6449818817256
0000001000100001001000100,0.6825821944444446,2551.118071806092
0000000000000100000000000,0.12438011111111111,338.1212270087701
0000000010010000100000000,0.3515072777777778,1501.3276640749461
0000000100000100000000000,0.3268177777777778,529.4482805886894
1000000000010000001000000,0.4764266388888889,1850.5406059888592
1000000011000000001000101,0.5164672222222222,2028.3925684410215
0100000000000000000000000,0.1094171602777778,719.0701047777997
0000000000001000000000000,0.29709555555555556,191.0082263821647
0000110000100010110100100,0.7353310555555557,3604.008865127844
0100000000000000100001100,0.45079594888888896,1690.419395883262
0010000100000000100110000,0.710275777777778,1620.1793665103287
1000100000000001100101100,0.7464421666666667,2764.839685111802
0100000011011010000000000,0.39977964111111114,2975.7910556650518
0000000010000000000000000,0.12438011111111111,340.4517345093525
0000101000100100010100000,0.7050271944444446,2464.176509873374
0010000001010000000001100,0.46818483777777786,1685.5411326937917
0000000100100001000010000,0.6240555555555556,2210.266431657084
0010000000000000000001000,0.38652407777777786,651.6735083372998
0010000100000100000001000,0.4862495000000001,1180.9626163236062
0000000100100000000000000,0.6240555555555556,1021.0457828548201
0000001100000100000000001,0.3736679744444445,1380.6757375769944
0101000000001000000000000,0.38002851583333336,1199.3445755085415
1000000001000000000000000,0.4079555555555556,1131.6677676134016
0000011000001100000110000,0.6825821944444446,2972.615373922472
0000000010000010000000000,0.12438011111111111,623.1601174548509
0000100001010011000000000,0.6285267777777779,2066.913063482692
0000000000000000000000010,0.0718511111111111,302.15158432851115
0010010000001001000000100,0.6414444444444445,2012.9862673779223
0101100000000100000000000,0.2014483125,1553.0129684398469
0000000001000000100100000,0.3267297777777779,926.5901570122242
0000000000000000000001000,0.31184061111111117,460.2350510384034
0000000000000110000000001,0.12438011111111111,777.4765201137648
0000000000000000000000010,0.0718511111111111,302.15158432851115
0000000000000000010000000,0.28811755555555557,187.57487710392593
0000000000000000001010001,0.6337777777777778,1075.703366778204
0000001000001000001000000,0.3690891944444445,1212.2919294442413
0100000000100000001100000,0.6558404869444445,2016.3441719783596
0010000100000000000000010,0.34170666666666666,684.8056914883496
0100010000000001000001000,0.6517199444444446,2622.3423658276242
0010001000000000001100000,0.31423863333333335,1377.9524962833775
0000000000000000000001000,0.31184061111111117,460.2350510384034
0000001000000001000010000,0.6229155277777778,1908.2907535800637
0000000011000000000000100,0.3233672777777778,703.7089694660981
0010001010000000101000000,0.4137463,1884.2879943396779
0000000000000000000001000,0.31184061111111117,460.2350510384034
0110011000000000000000000,0.6636488611111111,2463.5007559151204
0000000110000001010000000,0.6537777777777778,1123.7749861685213
0000000100100000000010011,0.6537777777777778,2003.4006861698226
0000000000100000000100000,0.5941111111111113,1094.5808924211847
0100010000000010000000100,0.6433545147222224,2037.5780962664246
0000000000000000111000100,0.4805181711111112,922.563450435885
0001001000000000010000000,0.38500008333333335,1247.0967163910782
1001000000000001010010000,0.6786666666666668,2421.0922264125834
1000000000000000010000000,0.46430000000000005,1035.8084771260415
0000000000000000101000000,0.3515072777777778,684.6245916333817
0011000000100010000000001,0.6720666666666667,1716.9423334611474
