timestamp,Solar Panel Voltage X mV,Solar Panel Voltage Y mV,Solar Panel Voltage Z mV,Total Photo Current mA,Battery Voltage mV,Total System Current mA,Boost Converter Temp 1 C,Boost Converter Temp 2 C,Boost Converter Temp 3 C,Battery Temp C,Sun Sensor X+,Sun Sensor Y+,Sun Sensor Z+,Solar Panel Temp X+ C,Solar Panel Temp X- C,Solar Panel Temp Y+ C,Solar Panel Temp Y- C,3.3 Bus Voltage mV,3.3 Bus Current mA,5.0 Bus Voltage mV,RF Temperature C,Receive Current mA,RF Current 3.3V Bus mA,RF Current 5.0V Bus mA,PA Device Temperature C,PA Bus Current mA,Antenna Temp 0 C,Antenna Temp 1 C
2018-05-14 14:16:31.0,0,0,0,0,8171,146,5,7,8,8,0.00,0.00,0.00,-13.41,-10.12,-10.95,-11.25,3280.00,132.00,4962.00,8.56,38,56,28,19.3,40.5,-13.6,-13.6
2018-05-14 14:16:36.0,0,0,0,0,8161,146,5,7,8,8,0.00,0.00,0.00,-13.41,-10.33,-11.16,-11.46,3280.00,132.00,4962.00,7.70,38,56,28,19.3,41.0,-13.6,-13.6
2018-05-14 14:16:41.0,0,0,0,0,8171,146,5,7,7,8,0.00,0.00,0.00,-13.41,-10.33,-11.16,-11.25,3280.00,132.00,4962.00,8.56,38,57,28,19.3,41.0,-13.6,-14.8
2018-05-14 14:16:46.0,0,0,0,0,8171,141,5,7,7,8,0.00,0.00,0.00,-13.61,-10.54,-11.37,-11.46,3280.00,140.00,4962.00,7.70,38,56,28,19.3,41.6,-13.6,-14.8
2018-05-14 14:16:51.0,0,0,0,0,8171,151,5,7,7,8,0.00,0.00,0.00,-13.61,-10.54,-11.16,-11.25,3280.00,134.00,4962.00,7.70,38,57,28,19.3,39.9,-13.6,-14.8
2018-05-14 14:16:56.0,0,0,0,0,8171,146,5,6,7,8,0.00,0.00,0.00,-13.61,-10.75,-11.37,-11.46,3280.00,140.00,4962.00,7.70,38,56,28,19.0,40.5,-13.6,-14.8
2018-05-14 14:17:01.0,0,0,0,0,8171,146,5,6,7,8,0.00,0.00,0.00,-13.61,-10.75,-11.37,-11.46,3280.00,131.00,4962.00,7.70,38,56,28,19.0,39.4,-13.6,-14.8
2018-05-14 14:17:06.0,0,0,0,0,8161,146,5,6,7,8,0.00,0.00,0.00,-13.61,-10.95,-11.58,-11.67,3280.00,141.00,4962.00,7.70,38,56,28,19.0,40.5,-13.6,-14.8
2018-05-14 14:17:11.0,0,0,0,0,8161,146,5,6,7,8,0.00,0.00,0.00,-13.61,-10.95,-11.58,-11.67,3284.00,135.00,4962.00,7.70,38,56,28,19.0,40.5,-13.6,-14.8
2018-05-14 14:17:16.0,0,0,0,0,8161,146,5,6,7,8,0.00,0.00,0.00,-13.61,-10.95,-11.37,-11.88,3280.00,133.00,4962.00,7.70,38,56,28,19.0,39.9,-13.6,-14.8
2018-05-14 14:17:21.0,0,0,0,0,8171,146,5,6,7,7,0.00,0.00,0.00,-13.61,-11.16,-11.58,-12.09,3280.00,134.00,4962.00,7.70,38,56,28,18.6,40.5,-13.6,-14.8
2018-05-14 14:17:26.0,0,0,0,0,8171,146,5,6,7,7,0.00,0.00,0.00,-13.82,-11.16,-11.58,-12.09,3280.00,134.00,4962.00,7.70,38,56,28,18.6,39.9,-13.6,-14.8
2018-05-14 14:17:31.0,0,0,0,0,8161,146,5,6,7,7,0.00,0.00,0.00,-14.03,-11.16,-11.37,-12.09,3284.00,136.00,4962.00,7.70,38,56,28,18.6,39.9,-13.6,-14.8
2018-05-14 14:17:36.0,0,0,0,0,8161,146,5,6,7,7,0.00,0.00,0.00,-14.03,-10.95,-11.37,-12.09,3280.00,139.00,4962.00,6.85,38,56,28,18.6,39.4,-13.6,-14.8
2018-05-14 14:17:41.0,0,0,0,0,8161,141,5,6,7,7,0.00,0.00,0.00,-14.03,-11.16,-11.58,-12.30,3280.00,133.00,4962.00,7.70,38,56,28,18.6,40.5,-13.6,-14.8
2018-05-14 14:17:46.0,0,0,0,0,8161,146,4,6,7,7,0.00,0.00,0.00,-14.23,-11.16,-11.58,-12.30,3280.00,133.00,4962.00,6.85,38,56,28,18.6,39.4,-13.6,-14.8
2018-05-14 14:17:51.0,0,0,0,0,8161,141,5,6,7,7,0.00,0.00,0.00,-14.23,-11.16,-11.78,-12.30,3284.00,134.00,4962.00,6.85,38,56,28,18.3,41.0,-14.8,-14.8
2018-05-14 14:17:56.0,0,0,0,0,8161,141,5,6,7,7,0.00,0.00,0.00,-14.23,-11.16,-11.78,-12.30,3284.00,134.00,4962.00,6.85,38,56,28,18.3,41.0,-14.8,-14.8
2018-05-14 14:18:01.0,0,0,0,0,8161,141,5,6,7,7,0.00,0.00,0.00,-14.23,-11.16,-11.78,-12.30,3284.00,134.00,4962.00,6.85,38,56,28,18.3,41.0,-14.8,-14.8
2018-05-14 14:18:06.0,0,0,0,0,8161,141,5,6,7,7,0.00,0.00,0.00,-14.23,-11.16,-11.78,-12.30,3284.00,134.00,4962.00,6.85,38,56,28,18.3,41.0,-14.8,-14.8
2018-05-14 14:18:11.0,0,0,0,0,8161,146,4,6,7,7,0.00,0.00,0.00,-14.44,-11.58,-12.20,-12.30,3280.00,133.00,4962.00,6.85,38,56,28,18.3,42.1,-14.8,-16.0
2018-05-14 14:18:16.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.44,-11.58,-12.20,-12.30,3284.00,136.00,4962.00,6.85,38,56,28,18.3,38.8,-14.8,-16.0
2018-05-14 14:18:21.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.58,-12.20,-12.30,3280.00,132.00,4962.00,6.85,38,56,28,17.9,41.0,-14.8,-16.0
2018-05-14 14:18:26.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,138.00,4962.00,5.99,38,56,28,17.9,41.0,-14.8,-16.0
2018-05-14 14:18:31.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:18:36.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:18:41.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:18:46.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:18:51.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:18:56.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:19:01.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:19:06.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:19:11.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:19:16.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:19:21.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:19:26.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:19:31.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:19:36.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:19:41.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:19:46.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:19:51.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:19:56.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:20:01.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:20:06.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:20:11.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:20:16.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:20:21.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:20:26.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:20:31.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:20:36.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:20:41.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:20:46.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:20:51.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:20:56.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:21:01.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:21:06.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:21:11.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:21:16.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:21:21.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:21:26.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:21:31.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:21:36.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:21:41.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:21:46.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:21:51.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:21:56.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:22:01.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:22:06.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:22:11.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:22:16.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:22:21.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:22:26.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:22:31.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:22:36.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:22:41.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:22:46.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:22:51.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:22:56.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:23:01.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:23:06.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:23:11.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:23:16.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:23:21.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:23:26.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:23:31.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:23:36.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:23:41.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:23:46.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:23:51.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:23:56.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:24:01.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:24:06.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:24:11.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
2018-05-14 14:24:16.0,0,0,0,0,8161,146,4,5,7,7,0.00,0.00,0.00,-14.23,-11.79,-12.20,-12.51,3280.00,131.00,4962.00,6.85,38,56,28,17.9,39.9,-14.8,-16.0
